t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t,dt_wait,dt_x,dt_y
2131,-8.85,142.60,5.02,0.00,0.9733,19,0,1.00,None,1,0.00,0.00,0.00
2132,-8.85,142.60,5.02,0.00,0.9733,19,0,1.00,None,1,0.00,0.00,0.00
2133,-8.85,142.60,5.02,0.00,0.9733,19,0,1.00,None,1,0.00,0.00,0.00
2134,-8.85,142.60,5.02,0.00,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2135,-8.85,142.60,5.02,0.00,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2136,-8.85,142.60,5.02,0.00,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2137,-8.85,142.43,5.02,3.96,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2138,-8.85,142.43,5.02,3.96,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2139,-8.85,142.43,5.02,3.96,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2140,-8.85,142.43,5.02,3.96,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2141,-8.83,141.78,5.02,7.92,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2142,-8.83,141.78,5.02,7.92,0.9732,19,0,1.00,None,1,0.00,0.00,0.00
2143,-8.82,141.16,5.02,15.36,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2144,-8.81,140.87,5.02,19.11,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2145,-8.80,140.11,5.02,20.47,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2146,-8.80,140.11,5.02,20.47,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2147,-8.80,140.11,5.02,20.47,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2148,-8.80,140.11,5.02,20.47,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2149,-8.80,140.11,5.02,20.47,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2150,-8.76,138.14,5.01,23.86,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2151,-8.76,138.14,5.01,23.86,0.9731,19,0,1.00,None,1,0.00,0.00,0.00
2152,-8.73,136.66,5.01,31.44,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2153,-8.72,136.12,5.01,35.74,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2154,-8.70,135.01,5.01,37.12,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2155,-8.70,135.01,5.01,37.12,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2156,-8.70,135.01,5.01,37.12,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2157,-8.70,135.01,5.01,37.12,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2158,-8.63,131.55,5.01,39.86,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2159,-8.63,131.55,5.01,39.86,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2160,-8.63,131.55,5.01,39.86,0.9730,19,0,1.00,None,1,0.00,0.00,0.00
2161,-8.58,129.22,5.01,47.80,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2162,-8.58,129.22,5.01,47.80,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2163,-8.53,127.08,5.01,52.25,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2164,-8.53,127.08,5.01,52.25,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2165,-8.48,124.45,5.02,56.00,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2166,-8.48,124.45,5.02,56.00,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2167,-8.43,121.79,5.02,60.30,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2168,-8.41,120.74,5.02,64.34,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2169,-8.41,120.74,5.02,64.34,0.9729,19,0,1.00,None,1,0.00,0.00,0.00
2170,-8.36,118.33,5.02,65.82,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2171,-8.36,118.33,5.02,65.82,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2172,-8.36,118.33,5.02,65.82,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2173,-8.36,118.33,5.02,65.82,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2174,-8.24,112.61,5.03,69.18,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2175,-8.24,112.61,5.03,69.18,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2176,-8.24,112.61,5.03,69.18,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2177,-8.15,108.42,5.04,76.75,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2178,-8.15,108.42,5.04,76.75,0.9728,19,0,1.00,None,1,0.00,0.00,0.00
2179,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2180,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2181,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2182,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2183,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2184,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2185,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2186,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2187,-8.10,105.75,5.04,0.00,0.9727,19,0,1.00,None,1,0.00,0.00,0.00
2188,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2189,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2190,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2191,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2192,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2193,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2194,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2195,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2196,-8.10,105.75,5.04,0.00,0.9726,19,0,1.00,None,1,0.00,0.00,0.00
2197,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2198,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2199,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2200,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2201,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2202,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2203,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2204,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2205,-8.10,105.75,5.04,0.00,0.9725,19,0,1.00,None,1,0.00,0.00,0.00
2206,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2207,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2208,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2209,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2210,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2211,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2212,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2213,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2214,-8.10,105.75,5.04,0.00,0.9724,19,0,1.00,None,1,0.00,0.00,0.00
2215,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2216,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2217,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2218,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2219,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2220,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2221,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2222,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2223,-8.10,105.75,5.04,0.00,0.9723,19,0,1.00,None,1,0.00,0.00,0.00
2224,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2225,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2226,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2227,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2228,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2229,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2230,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2231,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2232,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2233,-8.10,105.75,5.04,0.00,0.9722,19,0,1.00,None,1,0.00,0.00,0.00
2234,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2235,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2236,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2237,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2238,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2239,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2240,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2241,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2242,-8.10,105.75,5.04,0.00,0.9721,19,0,1.00,None,1,0.00,0.00,0.00
2243,-8.10,105.93,5.04,4.18,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2244,-8.10,105.93,5.04,4.18,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2245,-8.09,106.30,5.04,8.15,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2246,-8.09,106.30,5.04,8.15,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2247,-8.08,106.86,5.04,12.32,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2248,-8.08,106.86,5.04,12.32,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2249,-8.06,107.61,5.04,16.47,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2250,-8.06,107.61,5.04,16.47,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2251,-8.06,107.61,5.04,16.47,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2252,-8.06,107.61,5.04,16.47,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2253,-8.06,107.61,5.04,16.47,0.9720,19,0,1.00,None,1,0.00,0.00,0.00
2254,-8.02,109.48,5.04,20.63,0.9719,19,0,1.00,None,1,0.00,0.00,0.00
