t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t,dt_wait,dt_x,dt_y
829,-1.61,-88.37,5.26,2.00,0.9878,19,0,1.00,None,1,0.00,0.00,0.00
830,-1.61,-88.37,5.26,2.00,0.9878,19,0,1.00,None,1,0.00,0.00,0.00
831,-1.61,-88.37,5.26,2.00,0.9878,19,0,1.00,None,1,0.00,0.00,0.00
832,-1.62,-88.15,5.26,2.00,0.9877,19,0,1.00,None,1,0.00,0.00,0.00
833,-1.62,-88.15,5.26,2.00,0.9877,19,0,1.00,None,1,0.00,0.00,0.00
834,-1.62,-88.15,5.26,2.00,0.9877,19,0,1.00,None,1,0.00,0.00,0.00
835,-1.63,-88.01,5.26,2.00,0.9877,19,0,1.00,None,1,0.00,0.00,0.00
836,-1.63,-88.01,5.26,2.00,0.9877,19,0,1.00,None,1,0.00,0.00,0.00
837,-1.64,-87.93,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
838,-1.64,-87.93,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
839,-1.64,-87.93,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
840,-1.64,-87.93,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
841,-1.64,-87.79,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
842,-1.64,-87.79,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
843,-1.64,-87.79,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
844,-1.64,-87.79,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
845,-1.65,-87.62,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
846,-1.65,-87.62,5.26,2.00,0.9876,19,0,1.00,None,1,0.00,0.00,0.00
847,-1.66,-87.54,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
848,-1.66,-87.54,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
849,-1.66,-87.48,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
850,-1.66,-87.48,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
851,-1.66,-87.48,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
852,-1.66,-87.48,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
853,-1.66,-87.48,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
854,-1.67,-87.28,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
855,-1.67,-87.28,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
856,-1.67,-87.28,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
857,-1.67,-87.28,5.26,2.00,0.9875,19,0,1.00,None,1,0.00,0.00,0.00
858,-1.68,-87.11,5.26,2.00,0.9874,19,0,1.00,None,1,0.00,0.00,0.00
859,-1.68,-87.11,5.26,2.00,0.9874,19,0,1.00,None,1,0.00,0.00,0.00
860,-1.68,-87.11,5.26,2.00,0.9874,19,0,1.00,None,1,0.00,0.00,0.00
861,-1.69,-86.98,5.26,2.00,0.9874,19,0,1.00,None,1,0.00,0.00,0.00
862,-1.69,-86.98,5.26,2.00,0.9874,19,0,1.00,None,1,0.00,0.00,0.00
863,-1.69,-86.98,5.26,2.00,0.9874,19,0,1.00,None,1,0.00,0.00,0.00
864,-1.70,-86.85,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
865,-1.70,-86.85,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
866,-1.70,-86.85,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
867,-1.70,-86.85,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
868,-1.71,-86.72,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
869,-1.71,-86.72,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
870,-1.71,-86.72,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
871,-1.72,-86.60,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
872,-1.72,-86.60,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
873,-1.72,-86.52,5.26,2.00,0.9873,19,0,1.00,None,1,0.00,0.00,0.00
874,-1.72,-86.46,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
875,-1.72,-86.46,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
876,-1.72,-86.46,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
877,-1.72,-86.46,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
878,-1.72,-86.46,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
879,-1.74,-86.26,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
880,-1.74,-86.26,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
881,-1.74,-86.26,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
882,-1.74,-86.26,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
883,-1.74,-86.26,5.26,2.00,0.9872,19,0,1.00,None,1,0.00,0.00,0.00
884,-1.75,-86.09,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
885,-1.75,-86.01,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
886,-1.75,-86.01,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
887,-1.76,-85.94,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
888,-1.76,-85.94,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
889,-1.76,-85.94,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
890,-1.76,-85.94,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
891,-1.76,-85.94,5.26,2.00,0.9871,19,0,1.00,None,1,0.00,0.00,0.00
892,-1.77,-85.75,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
893,-1.77,-85.75,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
894,-1.77,-85.75,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
895,-1.77,-85.75,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
896,-1.78,-85.58,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
897,-1.78,-85.58,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
898,-1.78,-85.58,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
899,-1.78,-85.45,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
900,-1.78,-85.45,5.26,2.00,0.9870,19,0,1.00,None,1,0.00,0.00,0.00
901,-1.79,-85.38,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
902,-1.79,-85.38,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
903,-1.79,-85.31,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
904,-1.79,-85.31,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
905,-1.79,-85.31,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
906,-1.80,-85.19,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
907,-1.80,-85.19,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
908,-1.80,-85.19,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
909,-1.80,-85.19,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
910,-1.80,-85.19,5.26,2.00,0.9869,19,0,1.00,None,1,0.00,0.00,0.00
911,-1.81,-84.99,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
912,-1.81,-84.99,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
913,-1.81,-84.99,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
914,-1.81,-84.99,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
915,-1.82,-84.82,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
916,-1.82,-84.82,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
917,-1.82,-84.82,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
918,-1.82,-84.82,5.26,2.00,0.9868,19,0,1.00,None,1,0.00,0.00,0.00
919,-1.83,-84.69,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
920,-1.83,-84.69,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
921,-1.83,-84.69,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
922,-1.84,-84.56,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
923,-1.84,-84.56,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
924,-1.84,-84.56,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
925,-1.85,-84.44,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
926,-1.85,-84.44,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
927,-1.85,-84.44,5.26,2.00,0.9867,19,0,1.00,None,1,0.00,0.00,0.00
928,-1.85,-84.31,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
929,-1.85,-84.31,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
930,-1.86,-84.24,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
931,-1.86,-84.24,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
932,-1.86,-84.24,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
933,-1.87,-84.11,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
934,-1.87,-84.11,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
935,-1.87,-84.11,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
936,-1.87,-84.11,5.26,2.00,0.9866,19,0,1.00,None,1,0.00,0.00,0.00
937,-1.88,-83.93,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
938,-1.88,-83.93,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
939,-1.88,-83.93,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
940,-1.88,-83.93,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
941,-1.88,-83.81,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
942,-1.88,-83.81,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
943,-1.88,-83.81,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
944,-1.89,-83.68,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
945,-1.89,-83.68,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
946,-1.89,-83.68,5.26,2.00,0.9865,19,0,1.00,None,1,0.00,0.00,0.00
947,-1.90,-83.55,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
948,-1.90,-83.55,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
949,-1.90,-83.48,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
950,-1.90,-83.48,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
951,-1.90,-83.48,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
952,-1.91,-83.35,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
953,-1.91,-83.35,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
954,-1.91,-83.35,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
955,-1.91,-83.35,5.26,2.00,0.9864,19,0,1.00,None,1,0.00,0.00,0.00
956,-1.92,-83.18,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
957,-1.92,-83.18,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
958,-1.92,-83.18,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
959,-1.92,-83.18,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
960,-1.93,-83.05,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
961,-1.93,-83.05,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
962,-1.93,-83.05,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
963,-1.94,-82.92,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
964,-1.94,-82.92,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
965,-1.94,-82.92,5.26,2.00,0.9863,19,0,1.00,None,1,0.00,0.00,0.00
966,-1.95,-82.79,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
967,-1.95,-82.79,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
968,-1.95,-82.72,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
969,-1.95,-82.72,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
970,-1.95,-82.72,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
971,-1.96,-82.59,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
972,-1.96,-82.59,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
973,-1.96,-82.59,5.26,2.00,0.9862,19,0,1.00,None,1,0.00,0.00,0.00
974,-1.97,-82.47,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
975,-1.97,-82.47,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
976,-1.97,-82.40,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
977,-1.97,-82.40,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
978,-1.97,-82.40,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
979,-1.97,-82.40,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
980,-1.97,-82.40,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
981,-1.98,-82.20,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
982,-1.98,-82.20,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
983,-1.98,-82.20,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
984,-1.98,-82.20,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
985,-1.98,-82.20,5.26,2.00,0.9861,19,0,1.00,None,1,0.00,0.00,0.00
986,-1.99,-82.01,5.26,2.00,0.9860,19,0,1.00,None,1,0.00,0.00,0.00
987,-2.00,-81.95,5.26,2.00,0.9860,19,0,1.00,None,1,0.00,0.00,0.00
988,-2.00,-81.95,5.26,2.00,0.9860,19,0,1.00,None,1,0.00,0.00,0.00
989,-2.00,-81.95,5.26,2.00,0.9860,19,0,1.00,None,1,0.00,0.00,0.00
990,-2.00,-81.82,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
991,-2.00,-81.82,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
992,-2.01,-81.76,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
993,-2.01,-81.76,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
994,-2.01,-81.76,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
995,-2.02,-81.64,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
996,-2.02,-81.64,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
997,-2.02,-81.64,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
998,-2.02,-81.64,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
999,-2.02,-81.64,5.26,2.00,0.9859,19,0,1.00,None,1,0.00,0.00,0.00
1000,-2.03,-81.44,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1001,-2.03,-81.44,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1002,-2.03,-81.44,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1003,-2.03,-81.44,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1004,-2.04,-81.26,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1005,-2.04,-81.26,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1006,-2.04,-81.26,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1007,-2.05,-81.14,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1008,-2.05,-81.14,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1009,-2.05,-81.14,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1010,-2.05,-81.14,5.26,2.00,0.9858,19,0,1.00,None,1,0.00,0.00,0.00
1011,-2.05,-81.01,5.26,2.00,0.9857,19,0,1.00,None,1,0.00,0.00,0.00
1012,-2.05,-81.01,5.26,2.00,0.9857,19,0,1.00,None,1,0.00,0.00,0.00
1013,-2.05,-81.01,5.26,2.00,0.9857,19,0,1.00,None,1,0.00,0.00,0.00
1014,-2.06,-80.89,5.26,2.00,0.9857,19,0,1.00,None,1,0.00,0.00,0.00
1015,-2.06,-80.89,5.26,2.00,0.9857,19,0,1.00,None,1,0.00,0.00,0.00
1016,-2.06,-80.89,5.26,2.00,0.9857,19,0,1.00,None,1,0.00,0.00,0.00
1017,-2.07,-80.76,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1018,-2.07,-80.76,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1019,-2.07,-80.76,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1020,-2.08,-80.63,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1021,-2.08,-80.63,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1022,-2.08,-80.56,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1023,-2.08,-80.56,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1024,-2.08,-80.56,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1025,-2.09,-80.43,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1026,-2.09,-80.43,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1027,-2.09,-80.43,5.26,2.00,0.9856,19,0,1.00,None,1,0.00,0.00,0.00
1028,-2.10,-80.31,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1029,-2.10,-80.31,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1030,-2.10,-80.31,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1031,-2.10,-80.31,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1032,-2.10,-80.18,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1033,-2.10,-80.18,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1034,-2.10,-80.18,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1035,-2.10,-80.18,5.26,2.00,0.9855,19,0,1.00,None,1,0.00,0.00,0.00
1036,-2.11,-80.00,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1037,-2.11,-80.00,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1038,-2.12,-79.92,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1039,-2.12,-79.92,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1040,-2.12,-79.86,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1041,-2.12,-79.86,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1042,-2.12,-79.86,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1043,-2.12,-79.86,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1044,-2.12,-79.86,5.27,2.00,0.9854,19,0,1.00,None,1,0.00,0.00,0.00
1045,-2.14,-79.64,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1046,-2.14,-79.64,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1047,-2.14,-79.64,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1048,-2.14,-79.64,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1049,-2.14,-79.64,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1050,-2.15,-79.45,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1051,-2.15,-79.45,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1052,-2.15,-79.45,5.27,2.00,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1053,-2.16,-79.27,5.27,2.96,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1054,-2.16,-79.27,5.27,2.96,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1055,-2.16,-79.27,5.27,2.96,0.9853,19,0,1.00,None,1,0.00,0.00,0.00
1056,-2.17,-79.06,5.27,3.56,0.9852,19,0,1.00,None,1,0.00,0.00,0.00
1057,-2.17,-79.06,5.27,3.56,0.9852,19,0,1.00,None,1,0.00,0.00,0.00
1058,-2.17,-79.06,5.27,3.56,0.9852,19,0,1.00,None,1,0.00,0.00,0.00
1059,-2.19,-78.78,5.27,4.18,0.9852,19,0,1.00,None,1,0.00,0.00,0.00
1060,-2.19,-78.78,5.27,4.18,0.9852,19,0,1.00,None,1,0.00,0.00,0.00
1061,-2.19,-78.78,5.27,4.18,0.9852,19,0,1.00,None,1,0.00,0.00,0.00
1062,-2.21,-78.46,5.27,4.85,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1063,-2.21,-78.46,5.27,4.85,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1064,-2.21,-78.46,5.27,4.85,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1065,-2.21,-78.46,5.27,4.85,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1066,-2.23,-78.09,5.27,5.50,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1067,-2.23,-78.09,5.27,5.50,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1068,-2.23,-78.09,5.27,5.50,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1069,-2.26,-77.66,5.27,6.17,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1070,-2.26,-77.66,5.27,6.17,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1071,-2.26,-77.66,5.27,6.17,0.9851,19,0,1.00,None,1,0.00,0.00,0.00
1072,-2.28,-77.23,5.27,6.87,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1073,-2.28,-77.23,5.27,6.87,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1074,-2.28,-77.23,5.27,6.87,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1075,-2.28,-77.23,5.27,6.87,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1076,-2.31,-76.72,5.27,7.50,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1077,-2.31,-76.72,5.27,7.50,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1078,-2.31,-76.72,5.27,7.50,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1079,-2.35,-76.15,5.27,8.17,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1080,-2.35,-76.15,5.27,8.17,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1081,-2.35,-76.15,5.27,8.17,0.9850,19,0,1.00,None,1,0.00,0.00,0.00
1082,-2.38,-75.59,5.27,8.87,0.9849,19,0,1.00,None,1,0.00,0.00,0.00
1083,-2.38,-75.59,5.27,8.87,0.9849,19,0,1.00,None,1,0.00,0.00,0.00
1084,-2.38,-75.59,5.27,8.87,0.9849,19,0,1.00,None,1,0.00,0.00,0.00
1085,-2.38,-75.59,5.27,8.87,0.9849,19,0,1.00,None,1,0.00,0.00,0.00
1086,-2.42,-74.95,5.27,9.51,0.9849,19,0,1.00,None,1,0.00,0.00,0.00
1087,-2.42,-74.95,5.27,9.51,0.9849,19,0,1.00,None,1,0.00,0.00,0.00
1088,-2.42,-74.95,5.27,9.51,0.9849,19,0,1.00,None,1,0.00,0.00,0.00
1089,-2.46,-74.30,5.27,10.18,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1090,-2.46,-74.30,5.27,10.18,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1091,-2.49,-73.85,5.27,10.82,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1092,-2.49,-73.85,5.27,10.82,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1093,-2.49,-73.85,5.27,10.82,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1094,-2.49,-73.85,5.27,10.82,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1095,-2.49,-73.85,5.27,10.82,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1096,-2.55,-72.76,5.27,11.24,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1097,-2.55,-72.76,5.27,11.24,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1098,-2.55,-72.76,5.27,11.24,0.9848,19,0,1.00,None,1,0.00,0.00,0.00
1099,-2.60,-71.91,5.27,12.22,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1100,-2.60,-71.91,5.27,12.22,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1101,-2.60,-71.91,5.27,12.22,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1102,-2.60,-71.91,5.27,12.22,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1103,-2.66,-70.93,5.28,12.91,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1104,-2.66,-70.93,5.28,12.91,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1105,-2.66,-70.93,5.28,12.91,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1106,-2.71,-70.14,5.27,13.67,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1107,-2.71,-70.14,5.27,13.67,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1108,-2.71,-70.14,5.27,13.67,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1109,-2.71,-70.14,5.27,13.67,0.9847,19,0,1.00,None,1,0.00,0.00,0.00
1110,-2.77,-69.16,5.24,14.26,0.9846,19,0,1.00,None,1,0.00,0.00,0.00
