t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,Pi
459,0.82,-102.59,5.28,2.00,0.9929,19,0,None
460,0.82,-102.59,5.28,2.00,0.9929,19,0,None
461,0.77,-102.46,5.28,2.00,0.9928,19,0,None
462,0.77,-102.46,5.28,2.00,0.9928,19,0,None
463,0.77,-102.46,5.28,2.00,0.9928,19,0,None
464,0.77,-102.46,5.28,2.00,0.9928,19,0,None
465,0.70,-102.29,5.28,2.00,0.9928,19,0,None
466,0.70,-102.29,5.28,2.00,0.9928,19,0,None
467,0.70,-102.29,5.28,2.00,0.9928,19,0,None
468,0.70,-102.29,5.28,2.00,0.9928,19,0,None
469,0.64,-102.15,5.28,2.00,0.9927,19,0,None
470,0.64,-102.15,5.28,2.00,0.9927,19,0,None
471,0.61,-102.08,5.28,2.00,0.9927,19,0,None
472,0.61,-102.08,5.28,2.00,0.9927,19,0,None
473,0.59,-102.01,5.28,2.00,0.9927,19,0,None
474,0.59,-102.01,5.28,2.00,0.9927,19,0,None
475,0.59,-102.01,5.28,2.00,0.9927,19,0,None
476,0.54,-101.90,5.28,2.00,0.9926,19,0,None
477,0.54,-101.90,5.28,2.00,0.9926,19,0,None
478,0.54,-101.90,5.28,2.00,0.9926,19,0,None
479,0.54,-101.90,5.28,2.00,0.9926,19,0,None
480,0.54,-101.90,5.28,2.00,0.9926,19,0,None
481,0.46,-101.69,5.28,2.00,0.9926,19,0,None
482,0.46,-101.69,5.28,2.00,0.9926,19,0,None
483,0.46,-101.69,5.28,2.00,0.9926,19,0,None
484,0.46,-101.69,5.28,2.00,0.9926,19,0,None
485,0.46,-101.69,5.28,2.00,0.9926,19,0,None
486,0.39,-101.51,5.28,2.00,0.9925,19,0,None
487,0.39,-101.51,5.28,2.00,0.9925,19,0,None
488,0.39,-101.51,5.28,2.00,0.9925,19,0,None
489,0.39,-101.51,5.28,2.00,0.9925,19,0,None
490,0.33,-101.39,5.28,2.00,0.9925,19,0,None
491,0.33,-101.39,5.28,2.00,0.9925,19,0,None
492,0.30,-101.30,5.28,2.00,0.9925,19,0,None
493,0.30,-101.30,5.28,2.00,0.9925,19,0,None
494,0.28,-101.24,5.28,2.00,0.9925,19,0,None
495,0.28,-101.24,5.28,2.00,0.9925,19,0,None
496,0.28,-101.24,5.28,2.00,0.9925,19,0,None
497,0.23,-101.13,5.28,2.00,0.9924,19,0,None
498,0.23,-101.13,5.28,2.00,0.9924,19,0,None
499,0.23,-101.13,5.28,2.00,0.9924,19,0,None
500,0.23,-101.13,5.28,2.00,0.9924,19,0,None
501,0.23,-101.13,5.28,2.00,0.9924,19,0,None
502,0.14,-100.92,5.28,2.00,0.9924,19,0,None
503,0.14,-100.92,5.28,2.00,0.9924,19,0,None
504,0.14,-100.92,5.28,2.00,0.9924,19,0,None
505,0.14,-100.92,5.28,2.00,0.9924,19,0,None
506,0.09,-100.79,5.28,2.00,0.9923,19,0,None
507,0.09,-100.79,5.28,2.00,0.9923,19,0,None
508,0.09,-100.79,5.28,2.00,0.9923,19,0,None
509,0.04,-100.66,5.28,2.00,0.9923,19,0,None
510,0.04,-100.66,5.28,2.00,0.9923,19,0,None
511,0.04,-100.66,5.28,2.00,0.9923,19,0,None
512,0.04,-100.66,5.28,2.00,0.9923,19,0,None
513,-0.01,-100.53,5.28,2.00,0.9922,19,0,None
514,-0.04,-100.46,5.28,2.00,0.9922,19,0,None
515,-0.04,-100.46,5.28,2.00,0.9922,19,0,None
516,-0.04,-100.46,5.28,2.00,0.9922,19,0,None
517,-0.04,-100.46,5.28,2.00,0.9922,19,0,None
518,-0.04,-100.46,5.28,2.00,0.9922,19,0,None
519,-0.04,-100.46,5.28,2.00,0.9922,19,0,None
520,-0.12,-100.27,5.28,2.00,0.9922,19,0,None
521,-0.12,-100.27,5.28,2.00,0.9922,19,0,None
522,-0.12,-100.27,5.28,2.00,0.9922,19,0,None
523,-0.12,-100.27,5.28,2.00,0.9922,19,0,None
524,-0.19,-100.09,5.28,2.00,0.9921,19,0,None
525,-0.19,-100.09,5.28,2.00,0.9921,19,0,None
526,-0.19,-100.09,5.28,2.00,0.9921,19,0,None
527,-0.19,-100.09,5.28,2.00,0.9921,19,0,None
528,-0.24,-99.96,5.27,2.00,0.9921,19,0,None
529,-0.24,-99.96,5.27,2.00,0.9921,19,0,None
530,-0.24,-99.96,5.27,2.00,0.9921,19,0,None
531,-0.29,-99.83,5.27,2.00,0.9920,19,0,None
532,-0.29,-99.83,5.27,2.00,0.9920,19,0,None
533,-0.29,-99.83,5.27,2.00,0.9920,19,0,None
534,-0.29,-99.83,5.27,2.00,0.9920,19,0,None
535,-0.35,-99.70,5.27,1.99,0.9920,19,0,None
536,-0.35,-99.70,5.27,1.99,0.9920,19,0,None
537,-0.35,-99.70,5.27,1.99,0.9920,19,0,None
538,-0.35,-99.70,5.27,1.99,0.9920,19,0,None
539,-0.40,-99.57,5.27,1.99,0.9919,19,0,None
540,-0.40,-99.57,5.27,1.99,0.9919,19,0,None
541,-0.40,-99.57,5.27,1.99,0.9919,19,0,None
542,-0.45,-99.44,5.26,2.00,0.9919,19,0,None
543,-0.45,-99.44,5.26,2.00,0.9919,19,0,None
544,-0.45,-99.44,5.26,2.00,0.9919,19,0,None
545,-0.45,-99.44,5.26,2.00,0.9919,19,0,None
546,-0.51,-99.31,5.26,1.99,0.9919,19,0,None
547,-0.51,-99.31,5.26,1.99,0.9919,19,0,None
548,-0.51,-99.31,5.26,1.99,0.9919,19,0,None
549,-0.56,-99.18,5.26,1.99,0.9918,19,0,None
550,-0.56,-99.18,5.26,1.99,0.9918,19,0,None
551,-0.56,-99.18,5.26,1.99,0.9918,19,0,None
552,-0.56,-99.18,5.26,1.99,0.9918,19,0,None
553,-0.61,-99.05,5.26,2.00,0.9918,19,0,None
554,-0.63,-99.01,5.26,1.99,0.9918,19,0,None
555,-0.63,-99.01,5.26,1.99,0.9918,19,0,None
556,-0.63,-99.01,5.26,1.99,0.9918,19,0,None
557,-0.63,-99.01,5.26,1.99,0.9918,19,0,None
558,-0.70,-98.84,5.25,1.99,0.9917,19,0,None
559,-0.70,-98.84,5.25,1.99,0.9917,19,0,None
560,-0.70,-98.84,5.25,1.99,0.9917,19,0,None
561,-0.70,-98.84,5.25,1.99,0.9917,19,0,None
562,-0.75,-98.71,5.25,1.99,0.9917,19,0,None
563,-0.75,-98.71,5.25,1.99,0.9917,19,0,None
564,-0.75,-98.71,5.25,1.99,0.9917,19,0,None
565,-0.80,-98.58,5.25,2.00,0.9917,19,0,None
566,-0.80,-98.58,5.25,2.00,0.9917,19,0,None
567,-0.80,-98.58,5.25,2.00,0.9917,19,0,None
568,-0.80,-98.58,5.25,2.00,0.9917,19,0,None
569,-0.85,-98.45,5.25,1.99,0.9916,19,0,None
570,-0.85,-98.45,5.25,1.99,0.9916,19,0,None
571,-0.88,-98.39,5.24,1.99,0.9916,19,0,None
572,-0.88,-98.39,5.24,1.99,0.9916,19,0,None
573,-0.88,-98.39,5.24,1.99,0.9916,19,0,None
574,-0.88,-98.39,5.24,1.99,0.9916,19,0,None
575,-0.88,-98.39,5.24,1.99,0.9916,19,0,None
576,-0.96,-98.19,5.24,2.00,0.9915,19,0,None
577,-0.96,-98.19,5.24,2.00,0.9915,19,0,None
578,-0.96,-98.19,5.24,2.00,0.9915,19,0,None
579,-0.96,-98.19,5.24,2.00,0.9915,19,0,None
580,-0.96,-98.19,5.24,2.00,0.9915,19,0,None
581,-1.03,-98.01,5.24,1.99,0.9915,19,0,None
582,-1.03,-98.01,5.24,1.99,0.9915,19,0,None
583,-1.03,-98.01,5.24,1.99,0.9915,19,0,None
584,-1.08,-97.89,5.25,2.00,0.9914,19,0,None
585,-1.08,-97.89,5.25,2.00,0.9914,19,0,None
586,-1.08,-97.89,5.25,2.00,0.9914,19,0,None
587,-1.08,-97.89,5.25,2.00,0.9914,19,0,None
588,-1.09,-97.74,5.25,2.00,0.9914,19,0,None
589,-1.09,-97.74,5.25,2.00,0.9914,19,0,None
590,-1.09,-97.74,5.25,2.00,0.9914,19,0,None
591,-1.10,-97.61,5.25,2.00,0.9914,19,0,None
592,-1.10,-97.61,5.25,2.00,0.9914,19,0,None
593,-1.10,-97.61,5.25,2.00,0.9914,19,0,None
594,-1.10,-97.61,5.25,2.00,0.9914,19,0,None
595,-1.12,-97.47,5.25,2.00,0.9913,19,0,None
596,-1.12,-97.47,5.25,2.00,0.9913,19,0,None
597,-1.13,-97.38,5.25,2.00,0.9913,19,0,None
598,-1.13,-97.38,5.25,2.00,0.9913,19,0,None
599,-1.14,-97.31,5.25,2.00,0.9913,19,0,None
600,-1.14,-97.31,5.25,2.00,0.9913,19,0,None
601,-1.14,-97.31,5.25,2.00,0.9913,19,0,None
602,-1.15,-97.19,5.25,2.00,0.9913,19,0,None
603,-1.15,-97.19,5.25,2.00,0.9913,19,0,None
604,-1.15,-97.19,5.25,2.00,0.9913,19,0,None
605,-1.15,-97.19,5.25,2.00,0.9913,19,0,None
606,-1.15,-97.19,5.25,2.00,0.9913,19,0,None
607,-1.18,-96.96,5.25,2.00,0.9912,19,0,None
608,-1.18,-96.96,5.25,2.00,0.9912,19,0,None
609,-1.18,-96.96,5.25,2.00,0.9912,19,0,None
610,-1.18,-96.96,5.25,2.00,0.9912,19,0,None
611,-1.19,-96.83,5.25,2.00,0.9911,19,0,None
612,-1.19,-96.83,5.25,2.00,0.9911,19,0,None
613,-1.19,-96.83,5.25,2.00,0.9911,19,0,None
614,-1.21,-96.69,5.25,2.00,0.9911,19,0,None
615,-1.21,-96.69,5.25,2.00,0.9911,19,0,None
616,-1.21,-96.69,5.25,2.00,0.9911,19,0,None
617,-1.21,-96.69,5.25,2.00,0.9911,19,0,None
618,-1.22,-96.55,5.25,2.00,0.9911,19,0,None
619,-1.23,-96.48,5.25,2.00,0.9911,19,0,None
620,-1.23,-96.48,5.25,2.00,0.9911,19,0,None
621,-1.23,-96.48,5.25,2.00,0.9911,19,0,None
622,-1.23,-96.48,5.25,2.00,0.9911,19,0,None
623,-1.23,-96.48,5.25,2.00,0.9911,19,0,None
624,-1.23,-96.48,5.25,2.00,0.9911,19,0,None
625,-1.25,-96.27,5.25,2.00,0.9910,19,0,None
626,-1.25,-96.27,5.25,2.00,0.9910,19,0,None
627,-1.25,-96.27,5.25,2.00,0.9910,19,0,None
628,-1.27,-96.13,5.25,2.00,0.9910,19,0,None
629,-1.27,-96.13,5.25,2.00,0.9910,19,0,None
630,-1.27,-96.13,5.25,2.00,0.9910,19,0,None
631,-1.27,-96.13,5.25,2.00,0.9910,19,0,None
632,-1.28,-95.99,5.25,2.00,0.9909,19,0,None
633,-1.28,-95.99,5.25,2.00,0.9909,19,0,None
634,-1.28,-95.99,5.25,2.00,0.9909,19,0,None
635,-1.28,-95.99,5.25,2.00,0.9909,19,0,None
636,-1.30,-95.80,5.25,2.00,0.9909,19,0,None
637,-1.30,-95.80,5.25,2.00,0.9909,19,0,None
638,-1.30,-95.80,5.25,2.00,0.9909,19,0,None
639,-1.30,-95.80,5.25,2.00,0.9909,19,0,None
640,-1.32,-95.67,5.25,2.00,0.9908,19,0,None
641,-1.32,-95.67,5.25,2.00,0.9908,19,0,None
642,-1.33,-95.58,5.25,2.00,0.9908,19,0,None
643,-1.33,-95.58,5.25,2.00,0.9908,19,0,None
644,-1.33,-95.51,5.25,2.00,0.9908,19,0,None
645,-1.33,-95.51,5.25,2.00,0.9908,19,0,None
646,-1.33,-95.51,5.25,2.00,0.9908,19,0,None
647,-1.35,-95.39,5.25,2.00,0.9907,19,0,None
648,-1.35,-95.39,5.25,2.00,0.9907,19,0,None
649,-1.35,-95.39,5.25,2.00,0.9907,19,0,None
650,-1.35,-95.39,5.25,2.00,0.9907,19,0,None
651,-1.35,-95.39,5.25,2.00,0.9907,19,0,None
652,-1.35,-95.39,5.25,2.00,0.9907,19,0,None
653,-1.37,-95.16,5.25,2.00,0.9907,19,0,None
654,-1.37,-95.16,5.25,2.00,0.9907,19,0,None
655,-1.37,-95.16,5.25,2.00,0.9907,19,0,None
656,-1.39,-95.03,5.25,2.00,0.9906,19,0,None
657,-1.39,-95.03,5.25,2.00,0.9906,19,0,None
658,-1.39,-95.03,5.25,2.00,0.9906,19,0,None
659,-1.39,-95.03,5.25,2.00,0.9906,19,0,None
660,-1.40,-94.89,5.25,2.00,0.9906,19,0,None
661,-1.40,-94.89,5.25,2.00,0.9906,19,0,None
662,-1.40,-94.89,5.25,2.00,0.9906,19,0,None
663,-1.40,-94.89,5.25,2.00,0.9906,19,0,None
664,-1.42,-94.70,5.25,2.00,0.9906,19,0,None
665,-1.42,-94.70,5.25,2.00,0.9906,19,0,None
666,-1.42,-94.70,5.25,2.00,0.9906,19,0,None
667,-1.42,-94.70,5.25,2.00,0.9906,19,0,None
668,-1.44,-94.56,5.25,2.00,0.9905,19,0,None
669,-1.44,-94.56,5.25,2.00,0.9905,19,0,None
670,-1.44,-94.56,5.25,2.00,0.9905,19,0,None
671,-1.45,-94.42,5.25,2.00,0.9905,19,0,None
672,-1.45,-94.42,5.25,2.00,0.9905,19,0,None
673,-1.45,-94.42,5.25,2.00,0.9905,19,0,None
674,-1.45,-94.42,5.25,2.00,0.9905,19,0,None
675,-1.47,-94.28,5.25,2.00,0.9904,19,0,None
676,-1.47,-94.28,5.25,2.00,0.9904,19,0,None
677,-1.47,-94.28,5.25,2.00,0.9904,19,0,None
678,-1.48,-94.15,5.25,2.00,0.9904,19,0,None
679,-1.48,-94.15,5.25,2.00,0.9904,19,0,None
680,-1.48,-94.15,5.25,2.00,0.9904,19,0,None
681,-1.48,-94.15,5.25,2.00,0.9904,19,0,None
682,-1.50,-94.01,5.25,2.00,0.9904,19,0,None
683,-1.50,-94.01,5.25,2.00,0.9904,19,0,None
684,-1.51,-93.92,5.25,2.00,0.9903,19,0,None
685,-1.51,-93.92,5.25,2.00,0.9903,19,0,None
686,-1.51,-93.92,5.25,2.00,0.9903,19,0,None
687,-1.52,-93.78,5.25,2.00,0.9903,19,0,None
688,-1.52,-93.78,5.25,2.00,0.9903,19,0,None
689,-1.52,-93.78,5.25,2.00,0.9903,19,0,None
690,-1.52,-93.78,5.25,2.00,0.9903,19,0,None
691,-1.52,-93.78,5.25,2.00,0.9903,19,0,None
692,-1.55,-93.59,5.25,2.00,0.9902,19,0,None
693,-1.55,-93.59,5.25,2.00,0.9902,19,0,None
694,-1.55,-93.59,5.25,2.00,0.9902,19,0,None
695,-1.55,-93.59,5.25,2.00,0.9902,19,0,None
696,-1.56,-93.45,5.25,2.00,0.9902,19,0,None
697,-1.56,-93.45,5.25,2.00,0.9902,19,0,None
698,-1.57,-93.36,5.25,2.00,0.9902,19,0,None
699,-1.57,-93.36,5.25,2.00,0.9902,19,0,None
700,-1.58,-93.29,5.25,2.00,0.9902,19,0,None
701,-1.58,-93.29,5.25,2.00,0.9902,19,0,None
702,-1.58,-93.29,5.25,2.00,0.9902,19,0,None
703,-1.58,-93.29,5.25,2.00,0.9902,19,0,None
704,-1.58,-93.29,5.25,2.00,0.9902,19,0,None
705,-1.60,-93.08,5.26,2.00,0.9901,19,0,None
706,-1.60,-93.08,5.26,2.00,0.9901,19,0,None
707,-1.60,-93.08,5.26,2.00,0.9901,19,0,None
708,-1.60,-93.08,5.26,2.00,0.9901,19,0,None
709,-1.60,-93.08,5.26,2.00,0.9901,19,0,None
710,-1.62,-92.90,5.26,2.00,0.9901,19,0,None
711,-1.62,-92.90,5.26,2.00,0.9901,19,0,None
712,-1.62,-92.90,5.26,2.00,0.9901,19,0,None
713,-1.64,-92.76,5.26,2.00,0.9900,19,0,None
714,-1.64,-92.76,5.26,2.00,0.9900,19,0,None
715,-1.64,-92.76,5.26,2.00,0.9900,19,0,None
716,-1.64,-92.76,5.26,2.00,0.9900,19,0,None
717,-1.65,-92.62,5.26,2.00,0.9900,19,0,None
718,-1.65,-92.62,5.26,2.00,0.9900,19,0,None
719,-1.66,-92.53,5.26,2.00,0.9899,19,0,None
720,-1.67,-92.47,5.26,2.00,0.9899,19,0,None
721,-1.67,-92.47,5.26,2.00,0.9899,19,0,None
722,-1.67,-92.47,5.26,2.00,0.9899,19,0,None
723,-1.67,-92.47,5.26,2.00,0.9899,19,0,None
724,-1.68,-92.34,5.26,2.00,0.9899,19,0,None
725,-1.68,-92.34,5.26,2.00,0.9899,19,0,None
726,-1.68,-92.34,5.26,2.00,0.9899,19,0,None
727,-1.68,-92.34,5.26,2.00,0.9899,19,0,None
728,-1.68,-92.34,5.26,2.00,0.9899,19,0,None
729,-1.71,-92.12,5.26,2.00,0.9898,19,0,None
730,-1.71,-92.12,5.26,2.00,0.9898,19,0,None
731,-1.71,-92.12,5.26,2.00,0.9898,19,0,None
732,-1.71,-92.12,5.26,2.00,0.9898,19,0,None
733,-1.71,-92.12,5.26,2.00,0.9898,19,0,None
734,-1.73,-91.93,5.26,2.00,0.9898,19,0,None
735,-1.73,-91.93,5.26,2.00,0.9898,19,0,None
736,-1.73,-91.93,5.26,2.00,0.9898,19,0,None
737,-1.74,-91.79,5.26,2.00,0.9897,19,0,None
738,-1.74,-91.79,5.26,2.00,0.9897,19,0,None
739,-1.74,-91.79,5.26,2.00,0.9897,19,0,None
740,-1.75,-91.70,5.26,2.00,0.9897,19,0,None
741,-1.76,-91.63,5.26,2.00,0.9897,19,0,None
742,-1.76,-91.63,5.26,2.00,0.9897,19,0,None
743,-1.76,-91.63,5.26,2.00,0.9897,19,0,None
744,-1.77,-91.51,5.26,2.00,0.9897,19,0,None
745,-1.77,-91.51,5.26,2.00,0.9897,19,0,None
746,-1.77,-91.51,5.26,2.00,0.9897,19,0,None
747,-1.77,-91.51,5.26,2.00,0.9897,19,0,None
748,-1.77,-91.51,5.26,2.00,0.9897,19,0,None
749,-1.77,-91.51,5.26,2.00,0.9897,19,0,None
750,-1.80,-91.29,5.26,2.00,0.9896,19,0,None
751,-1.80,-91.29,5.26,2.00,0.9896,19,0,None
752,-1.80,-91.29,5.26,2.00,0.9896,19,0,None
753,-1.81,-91.15,5.26,2.00,0.9896,19,0,None
754,-1.81,-91.15,5.26,2.00,0.9896,19,0,None
755,-1.81,-91.15,5.26,2.00,0.9896,19,0,None
756,-1.81,-91.15,5.26,2.00,0.9896,19,0,None
757,-1.83,-91.01,5.26,2.00,0.9895,19,0,None
758,-1.83,-91.01,5.26,2.00,0.9895,19,0,None
759,-1.83,-91.01,5.26,2.00,0.9895,19,0,None
760,-1.84,-90.88,5.26,2.00,0.9895,19,0,None
761,-1.84,-90.88,5.26,2.00,0.9895,19,0,None
762,-1.85,-90.81,5.26,2.00,0.9895,19,0,None
763,-1.85,-90.81,5.26,2.00,0.9895,19,0,None
764,-1.85,-90.81,5.26,2.00,0.9895,19,0,None
765,-1.85,-90.81,5.26,2.00,0.9895,19,0,None
766,-1.85,-90.81,5.26,2.00,0.9895,19,0,None
767,-1.87,-90.60,5.26,2.00,0.9894,19,0,None
768,-1.87,-90.60,5.26,2.00,0.9894,19,0,None
769,-1.87,-90.60,5.26,2.00,0.9894,19,0,None
770,-1.87,-90.60,5.26,2.00,0.9894,19,0,None
771,-1.89,-90.46,5.26,2.00,0.9894,19,0,None
772,-1.89,-90.46,5.26,2.00,0.9894,19,0,None
773,-1.89,-90.46,5.26,2.00,0.9894,19,0,None
774,-1.89,-90.46,5.26,2.00,0.9894,19,0,None
775,-1.89,-90.46,5.26,2.00,0.9894,19,0,None
776,-1.91,-90.27,5.26,2.00,0.9893,19,0,None
777,-1.91,-90.27,5.26,2.00,0.9893,19,0,None
778,-1.91,-90.27,5.26,2.00,0.9893,19,0,None
779,-1.92,-90.13,5.26,2.00,0.9893,19,0,None
780,-1.92,-90.13,5.26,2.00,0.9893,19,0,None
781,-1.92,-90.13,5.26,2.00,0.9893,19,0,None
782,-1.92,-90.13,5.26,2.00,0.9893,19,0,None
783,-1.95,-89.92,5.26,2.72,0.9892,19,0,None
784,-1.95,-89.92,5.26,2.72,0.9892,19,0,None
785,-1.95,-89.92,5.26,2.72,0.9892,19,0,None
786,-1.97,-89.70,5.26,3.49,0.9892,19,0,None
787,-1.97,-89.70,5.26,3.49,0.9892,19,0,None
788,-1.97,-89.70,5.26,3.49,0.9892,19,0,None
789,-1.97,-89.70,5.26,3.49,0.9892,19,0,None
790,-2.00,-89.41,5.26,4.13,0.9892,19,0,None
791,-2.00,-89.41,5.26,4.13,0.9892,19,0,None
792,-2.00,-89.41,5.26,4.13,0.9892,19,0,None
793,-2.04,-89.07,5.26,4.84,0.9891,19,0,None
794,-2.04,-89.07,5.26,4.84,0.9891,19,0,None
795,-2.04,-89.07,5.26,4.84,0.9891,19,0,None
796,-2.04,-89.07,5.26,4.84,0.9891,19,0,None
797,-2.08,-88.70,5.26,5.55,0.9891,19,0,None
798,-2.08,-88.70,5.26,5.55,0.9891,19,0,None
799,-2.11,-88.41,5.27,6.22,0.9891,19,0,None
800,-2.11,-88.41,5.27,6.22,0.9891,19,0,None
801,-2.11,-88.41,5.27,6.22,0.9891,19,0,None
802,-2.11,-88.41,5.27,6.22,0.9891,19,0,None
803,-2.17,-87.91,5.27,6.69,0.9890,19,0,None
804,-2.17,-87.91,5.27,6.69,0.9890,19,0,None
805,-2.17,-87.91,5.27,6.69,0.9890,19,0,None
806,-2.17,-87.91,5.27,6.69,0.9890,19,0,None
807,-2.17,-87.91,5.27,6.69,0.9890,19,0,None
808,-2.25,-87.16,5.27,7.43,0.9890,19,0,None
809,-2.25,-87.16,5.27,7.43,0.9890,19,0,None
810,-2.25,-87.16,5.27,7.43,0.9890,19,0,None
811,-2.31,-86.58,5.27,8.45,0.9889,19,0,None
812,-2.31,-86.58,5.27,8.45,0.9889,19,0,None
813,-2.31,-86.58,5.27,8.45,0.9889,19,0,None
814,-2.31,-86.58,5.27,8.45,0.9889,19,0,None
815,-2.38,-85.94,5.27,9.14,0.9889,19,0,None
816,-2.38,-85.94,5.27,9.14,0.9889,19,0,None
817,-2.42,-85.58,5.27,9.84,0.9889,19,0,None
818,-2.42,-85.58,5.27,9.84,0.9889,19,0,None
819,-2.42,-85.58,5.27,9.84,0.9889,19,0,None
820,-2.50,-84.87,5.27,10.21,0.9888,19,0,None
821,-2.50,-84.87,5.27,10.21,0.9888,19,0,None
822,-2.50,-84.87,5.27,10.21,0.9888,19,0,None
823,-2.50,-84.87,5.27,10.21,0.9888,19,0,None
824,-2.50,-84.87,5.27,10.21,0.9888,19,0,None
825,-2.61,-83.90,5.27,10.91,0.9888,19,0,None
826,-2.61,-83.90,5.27,10.91,0.9888,19,0,None
827,-2.61,-83.90,5.27,10.91,0.9888,19,0,None
828,-2.70,-83.05,5.17,11.89,0.9887,19,0,None
829,-2.70,-83.05,5.17,11.89,0.9887,19,0,None
830,-2.76,-82.53,5.20,12.56,0.9887,19,0,None
831,-2.76,-82.53,5.20,12.56,0.9887,19,0,None
832,-2.76,-82.53,5.20,12.56,0.9887,19,0,None
833,-2.76,-82.53,5.20,12.56,0.9887,19,0,None
834,-2.85,-81.68,5.19,12.95,0.9887,19,0,None
835,-2.85,-81.68,5.19,12.95,0.9887,19,0,None
836,-2.85,-81.68,5.19,12.95,0.9887,19,0,None
837,-2.85,-81.68,5.19,12.95,0.9887,19,0,None
838,-2.99,-80.39,5.11,13.64,0.9886,19,0,None
839,-2.99,-80.39,5.11,13.64,0.9886,19,0,None
840,-2.99,-80.39,5.11,13.64,0.9886,19,0,None
841,-3.06,-79.77,5.07,14.60,0.9886,19,0,None
842,-3.06,-79.77,5.07,14.60,0.9886,19,0,None
843,-3.06,-79.77,5.07,14.60,0.9886,19,0,None
844,-3.17,-78.79,5.04,15.00,0.9886,19,0,None
845,-3.17,-78.79,5.04,15.00,0.9886,19,0,None
846,-3.17,-78.79,5.04,15.00,0.9886,19,0,None
847,-3.17,-78.79,5.04,15.00,0.9886,19,0,None
848,-3.17,-78.79,5.04,15.00,0.9886,19,0,None
849,-3.34,-77.24,5.04,15.65,0.9885,19,0,None
850,-3.34,-77.24,5.04,15.65,0.9885,19,0,None
851,-3.41,-76.53,5.04,16.64,0.9885,19,0,None
852,-3.41,-76.53,5.04,16.64,0.9885,19,0,None
853,-3.41,-76.53,5.04,16.64,0.9885,19,0,None
854,-3.55,-75.33,5.04,17.07,0.9884,19,0,None
855,-3.55,-75.33,5.04,17.07,0.9884,19,0,None
856,-3.55,-75.33,5.04,17.07,0.9884,19,0,None
857,-3.55,-75.33,5.04,17.07,0.9884,19,0,None
858,-3.55,-75.33,5.04,17.07,0.9884,19,0,None
859,-3.55,-75.33,5.04,17.07,0.9884,19,0,None
860,-3.75,-73.45,5.04,17.78,0.9884,19,0,None
861,-3.75,-73.45,5.04,17.78,0.9884,19,0,None
862,-3.85,-72.60,5.04,18.85,0.9884,19,0,None
863,-3.85,-72.60,5.04,18.85,0.9884,19,0,None
864,-3.85,-72.60,5.04,18.85,0.9884,19,0,None
865,-3.85,-72.60,5.04,18.85,0.9884,19,0,None
866,-3.85,-72.60,5.04,18.85,0.9884,19,0,None
867,-4.06,-70.61,5.04,19.30,0.9883,19,0,None
868,-4.06,-70.61,5.04,19.30,0.9883,19,0,None
869,-4.06,-70.61,5.04,19.30,0.9883,19,0,None
870,-4.06,-70.61,5.04,19.30,0.9883,19,0,None
871,-4.24,-69.03,5.04,20.34,0.9883,19,0,None
872,-4.24,-69.03,5.04,20.34,0.9883,19,0,None
873,-4.34,-68.06,5.04,21.12,0.9882,19,0,None
874,-4.34,-68.06,5.04,21.12,0.9882,19,0,None
875,-4.34,-68.06,5.04,21.12,0.9882,19,0,None
876,-4.34,-68.06,5.04,21.12,0.9882,19,0,None
877,-4.34,-68.06,5.04,21.12,0.9882,19,0,None
878,-4.56,-66.03,5.03,21.58,0.9882,19,0,None
879,-4.56,-66.03,5.03,21.58,0.9882,19,0,None
880,-4.56,-66.03,5.03,21.58,0.9882,19,0,None
881,-4.68,-64.98,5.03,22.52,0.9882,19,0,None
882,-4.68,-64.98,5.03,22.52,0.9882,19,0,None
883,-4.68,-64.98,5.03,22.52,0.9882,19,0,None
884,-4.86,-63.37,5.03,22.99,0.9881,19,0,None
885,-4.86,-63.37,5.03,22.99,0.9881,19,0,None
886,-4.86,-63.37,5.03,22.99,0.9881,19,0,None
887,-4.86,-63.37,5.03,22.99,0.9881,19,0,None
888,-4.86,-63.37,5.03,22.99,0.9881,19,0,None
889,-5.09,-61.23,5.03,23.70,0.9881,19,0,None
890,-5.09,-61.23,5.03,23.70,0.9881,19,0,None
891,-5.09,-61.23,5.03,23.70,0.9881,19,0,None
892,-5.29,-59.43,5.04,24.61,0.9880,19,0,None
893,-5.29,-59.43,5.04,24.61,0.9880,19,0,None
894,-5.41,-58.33,5.04,25.34,0.9880,19,0,None
895,-5.41,-58.33,5.04,25.34,0.9880,19,0,None
896,-5.41,-58.33,5.04,25.34,0.9880,19,0,None
897,-5.41,-58.33,5.04,25.34,0.9880,19,0,None
898,-5.59,-56.67,5.04,25.78,0.9880,19,0,None
899,-5.59,-56.67,5.04,25.78,0.9880,19,0,None
900,-5.59,-56.67,5.04,25.78,0.9880,19,0,None
901,-5.59,-56.67,5.04,25.78,0.9880,19,0,None
902,-5.59,-56.67,5.04,25.78,0.9880,19,0,None
903,-5.88,-54.05,5.04,26.43,0.9879,19,0,None
904,-5.88,-54.05,5.04,26.43,0.9879,19,0,None
905,-6.01,-52.86,5.04,27.42,0.9879,19,0,None
906,-6.01,-52.86,5.04,27.42,0.9879,19,0,None
907,-6.01,-52.86,5.04,27.42,0.9879,19,0,None
908,-6.22,-50.93,5.04,27.86,0.9878,19,0,None
909,-6.22,-50.93,5.04,27.86,0.9878,19,0,None
910,-6.22,-50.93,5.04,27.86,0.9878,19,0,None
