t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,Pi
2394,-9.58,18.50,5.01,5.19,0.9714,19,0,None
2395,-9.56,19.09,5.01,5.87,0.9713,19,0,None
2396,-9.56,19.09,5.01,5.87,0.9713,19,0,None
2397,-9.56,19.09,5.01,5.87,0.9713,19,0,None
2398,-9.56,19.40,5.01,6.88,0.9713,19,0,None
2399,-9.56,19.40,5.01,6.88,0.9713,19,0,None
2400,-9.56,19.40,5.01,6.88,0.9713,19,0,None
2401,-9.55,19.91,5.01,7.33,0.9713,19,0,None
2402,-9.55,19.91,5.01,7.33,0.9713,19,0,None
2403,-9.55,19.91,5.01,7.33,0.9713,19,0,None
2404,-9.55,19.91,5.01,7.33,0.9713,19,0,None
2405,-9.55,19.91,5.01,7.33,0.9713,19,0,None
2406,-9.53,20.67,5.01,8.03,0.9712,19,0,None
2407,-9.53,20.67,5.01,8.03,0.9712,19,0,None
2408,-9.53,21.07,5.01,8.98,0.9712,19,0,None
2409,-9.53,21.07,5.01,8.98,0.9712,19,0,None
2410,-9.53,21.07,5.01,8.98,0.9712,19,0,None
2411,-9.52,21.67,5.01,9.43,0.9711,19,0,None
2412,-9.52,21.67,5.01,9.43,0.9711,19,0,None
2413,-9.52,21.67,5.01,9.43,0.9711,19,0,None
2414,-9.52,21.67,5.01,9.43,0.9711,19,0,None
2415,-9.50,22.52,5.01,10.06,0.9711,19,0,None
2416,-9.50,22.52,5.01,10.06,0.9711,19,0,None
2417,-9.50,22.52,5.01,10.06,0.9711,19,0,None
2418,-9.49,22.99,5.01,10.91,0.9711,19,0,None
2419,-9.48,23.27,5.01,11.33,0.9711,19,0,None
2420,-9.48,23.27,5.01,11.33,0.9711,19,0,None
2421,-9.48,23.27,5.01,11.33,0.9711,19,0,None
2422,-9.48,23.27,5.01,11.33,0.9711,19,0,None
2423,-9.48,23.27,5.01,11.33,0.9711,19,0,None
2424,-9.46,24.53,5.01,11.58,0.9710,19,0,None
2425,-9.46,24.53,5.01,11.58,0.9710,19,0,None
2426,-9.46,24.53,5.01,11.58,0.9710,19,0,None
2427,-9.44,25.31,5.01,12.67,0.9710,19,0,None
2428,-9.44,25.31,5.01,12.67,0.9710,19,0,None
2429,-9.44,25.31,5.01,12.67,0.9710,19,0,None
2430,-9.43,25.92,5.01,13.29,0.9709,19,0,None
2431,-9.43,25.92,5.01,13.29,0.9709,19,0,None
2432,-9.43,25.92,5.01,13.29,0.9709,19,0,None
2433,-9.41,26.86,5.01,13.74,0.9709,19,0,None
2434,-9.41,26.86,5.01,13.74,0.9709,19,0,None
2435,-9.40,27.55,5.01,14.43,0.9709,19,0,None
2436,-9.40,27.55,5.01,14.43,0.9709,19,0,None
2437,-9.40,27.55,5.01,14.43,0.9709,19,0,None
2438,-9.38,28.42,5.01,14.91,0.9708,19,0,None
2439,-9.38,28.42,5.01,14.91,0.9708,19,0,None
2440,-9.38,28.42,5.01,14.91,0.9708,19,0,None
2441,-9.37,29.31,5.01,15.49,0.9708,19,0,None
2442,-9.37,29.31,5.01,15.49,0.9708,19,0,None
2443,-9.37,29.31,5.01,15.49,0.9708,19,0,None
2444,-9.35,30.20,5.01,16.06,0.9708,19,0,None
2445,-9.35,30.20,5.01,16.06,0.9708,19,0,None
2446,-9.35,30.20,5.01,16.06,0.9708,19,0,None
2447,-9.35,30.20,5.01,16.06,0.9708,19,0,None
2448,-9.32,31.46,5.01,16.62,0.9707,19,0,None
2449,-9.32,31.46,5.01,16.62,0.9707,19,0,None
2450,-9.31,32.22,5.01,17.38,0.9707,19,0,None
2451,-9.30,32.63,5.01,17.82,0.9707,19,0,None
2452,-9.30,32.63,5.01,17.82,0.9707,19,0,None
2453,-9.30,32.63,5.01,17.82,0.9707,19,0,None
2454,-9.28,33.59,5.01,18.05,0.9707,19,0,None
2455,-9.28,33.59,5.01,18.05,0.9707,19,0,None
2456,-9.28,33.59,5.01,18.05,0.9707,19,0,None
2457,-9.28,33.59,5.01,18.05,0.9707,19,0,None
2458,-9.28,33.59,5.01,18.05,0.9707,19,0,None
2459,-9.28,33.59,5.01,18.05,0.9707,19,0,None
2460,-9.24,35.77,5.01,18.58,0.9706,19,0,None
2461,-9.24,35.77,5.01,18.58,0.9706,19,0,None
2462,-9.24,35.77,5.01,18.58,0.9706,19,0,None
2463,-9.21,37.00,5.01,19.76,0.9706,19,0,None
2464,-9.21,37.00,5.01,19.76,0.9706,19,0,None
2465,-9.19,37.98,5.01,20.38,0.9705,19,0,None
2466,-9.19,37.98,5.01,20.38,0.9705,19,0,None
2467,-9.19,37.98,5.01,20.38,0.9705,19,0,None
2468,-9.19,37.98,5.01,20.38,0.9705,19,0,None
2469,-9.16,39.48,5.01,20.86,0.9705,19,0,None
2470,-9.16,39.48,5.01,20.86,0.9705,19,0,None
2471,-9.14,40.52,5.01,21.58,0.9705,19,0,None
2472,-9.14,40.52,5.01,21.58,0.9705,19,0,None
2473,-9.14,40.52,5.01,21.58,0.9705,19,0,None
2474,-9.11,41.88,5.01,22.06,0.9704,19,0,None
2475,-9.11,41.88,5.01,22.06,0.9704,19,0,None
2476,-9.11,41.88,5.01,22.06,0.9704,19,0,None
2477,-9.09,43.19,5.01,22.68,0.9704,19,0,None
2478,-9.09,43.19,5.01,22.68,0.9704,19,0,None
2479,-9.09,43.19,5.01,22.68,0.9704,19,0,None
2480,-9.06,44.48,5.01,23.25,0.9704,19,0,None
2481,-9.06,44.48,5.01,23.25,0.9704,19,0,None
2482,-9.06,44.48,5.01,23.25,0.9704,19,0,None
2483,-9.06,44.48,5.01,23.25,0.9704,19,0,None
2484,-9.02,46.22,5.01,23.81,0.9703,19,0,None
2485,-9.02,46.22,5.01,23.81,0.9703,19,0,None
2486,-9.00,47.29,5.01,24.54,0.9703,19,0,None
2487,-8.99,47.79,5.01,24.97,0.9703,19,0,None
2488,-8.99,47.79,5.01,24.97,0.9703,19,0,None
2489,-8.97,48.98,5.01,25.17,0.9703,19,0,None
2490,-8.97,48.98,5.01,25.17,0.9703,19,0,None
2491,-8.97,48.98,5.01,25.17,0.9703,19,0,None
2492,-8.97,48.98,5.01,25.17,0.9703,19,0,None
2493,-8.97,48.98,5.01,25.17,0.9703,19,0,None
2494,-8.97,48.98,5.01,25.17,0.9703,19,0,None
2495,-8.92,51.78,5.01,25.65,0.9702,19,0,None
2496,-8.92,51.78,5.01,25.65,0.9702,19,0,None
2497,-8.89,53.29,5.01,26.74,0.9702,19,0,None
2498,-8.89,53.29,5.01,26.74,0.9702,19,0,None
2499,-8.89,53.29,5.01,26.74,0.9702,19,0,None
2500,-8.85,54.00,5.01,0.00,0.9702,19,0,None
2501,-8.85,54.00,5.01,0.00,0.9702,19,0,None
2502,-8.85,54.00,5.01,0.00,0.9702,19,0,None
2503,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2504,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2505,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2506,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2507,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2508,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2509,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2510,-8.85,54.00,5.01,0.00,0.9701,19,0,None
2511,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2512,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2513,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2514,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2515,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2516,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2517,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2518,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2519,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2520,-8.85,54.00,5.01,0.00,0.9700,19,0,None
2521,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2522,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2523,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2524,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2525,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2526,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2527,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2528,-8.85,54.00,5.01,0.00,0.9699,19,0,None
2529,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2530,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2531,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2532,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2533,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2534,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2535,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2536,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2537,-8.85,54.00,5.01,0.00,0.9698,19,0,None
2538,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2539,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2540,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2541,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2542,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2543,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2544,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2545,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2546,-8.85,54.00,5.01,0.00,0.9697,19,0,None
2547,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2548,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2549,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2550,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2551,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2552,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2553,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2554,-8.85,54.00,5.01,0.00,0.9696,19,0,None
2555,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2556,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2557,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2558,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2559,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2560,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2561,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2562,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2563,-8.85,54.00,5.01,0.00,0.9695,19,0,None
2564,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2565,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2566,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2567,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2568,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2569,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2570,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2571,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2572,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2573,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2574,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2575,-8.85,54.00,5.01,0.00,0.9694,19,0,None
2576,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2577,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2578,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2579,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2580,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2581,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2582,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2583,-8.85,54.00,5.01,0.00,0.9693,19,0,None
2584,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2585,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2586,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2587,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2588,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2589,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2590,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2591,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2592,-8.85,54.00,5.01,0.00,0.9692,19,0,None
2593,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2594,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2595,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2596,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2597,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2598,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2599,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2600,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2601,-8.85,54.00,5.01,0.00,0.9691,19,0,None
2602,-8.85,54.00,5.01,0.00,0.9690,19,0,None
2603,-8.85,54.00,5.01,0.00,0.9690,19,0,None
2604,-8.85,53.97,5.01,0.57,0.9690,19,0,None
2605,-8.85,53.97,5.01,0.57,0.9690,19,0,None
2606,-8.85,53.97,5.01,0.57,0.9690,19,0,None
2607,-8.85,53.90,5.01,1.15,0.9690,19,0,None
2608,-8.85,53.90,5.01,1.15,0.9690,19,0,None
2609,-8.85,53.90,5.01,1.15,0.9690,19,0,None
2610,-8.85,53.80,5.01,1.72,0.9689,19,0,None
2611,-8.85,53.80,5.01,1.72,0.9689,19,0,None
2612,-8.85,53.80,5.01,1.72,0.9689,19,0,None
2613,-8.85,53.80,5.01,1.72,0.9689,19,0,None
2614,-8.85,53.80,5.01,1.72,0.9689,19,0,None
2615,-8.84,53.56,5.01,2.30,0.9689,19,0,None
2616,-8.84,53.56,5.01,2.30,0.9689,19,0,None
2617,-8.84,53.56,5.01,2.30,0.9689,19,0,None
2618,-8.84,53.56,5.01,2.30,0.9689,19,0,None
2619,-8.84,53.33,5.01,3.36,0.9688,19,0,None
2620,-8.84,53.33,5.01,3.36,0.9688,19,0,None
2621,-8.84,53.33,5.01,3.36,0.9688,19,0,None
2622,-8.83,53.07,5.01,4.04,0.9688,19,0,None
2623,-8.83,53.07,5.01,4.04,0.9688,19,0,None
2624,-8.83,52.86,5.01,4.68,0.9688,19,0,None
2625,-8.82,52.75,5.01,5.12,0.9688,19,0,None
2626,-8.82,52.75,5.01,5.12,0.9688,19,0,None
2627,-8.82,52.75,5.01,5.12,0.9688,19,0,None
2628,-8.82,52.47,5.01,5.34,0.9687,19,0,None
2629,-8.82,52.47,5.01,5.34,0.9687,19,0,None
2630,-8.82,52.47,5.01,5.34,0.9687,19,0,None
2631,-8.82,52.47,5.01,5.34,0.9687,19,0,None
2632,-8.82,52.47,5.01,5.34,0.9687,19,0,None
2633,-8.82,52.47,5.01,5.34,0.9687,19,0,None
2634,-8.80,51.78,5.01,5.86,0.9687,19,0,None
2635,-8.80,51.78,5.01,5.86,0.9687,19,0,None
2636,-8.80,51.78,5.01,5.86,0.9687,19,0,None
2637,-8.80,51.34,5.01,7.05,0.9686,19,0,None
2638,-8.80,51.34,5.01,7.05,0.9686,19,0,None
2639,-8.79,50.98,5.01,7.67,0.9686,19,0,None
2640,-8.79,50.98,5.01,7.67,0.9686,19,0,None
2641,-8.79,50.98,5.01,7.67,0.9686,19,0,None
2642,-8.79,50.98,5.01,7.67,0.9686,19,0,None
2643,-8.78,50.38,5.01,8.14,0.9686,19,0,None
2644,-8.78,50.38,5.01,8.14,0.9686,19,0,None
2645,-8.77,49.95,5.01,8.87,0.9685,19,0,None
2646,-8.77,49.95,5.01,8.87,0.9685,19,0,None
2647,-8.77,49.95,5.01,8.87,0.9685,19,0,None
2648,-8.77,49.95,5.01,8.87,0.9685,19,0,None
2649,-8.76,49.38,5.01,9.36,0.9685,19,0,None
2650,-8.76,49.38,5.01,9.36,0.9685,19,0,None
2651,-8.74,48.80,5.01,9.97,0.9685,19,0,None
2652,-8.74,48.80,5.01,9.97,0.9685,19,0,None
2653,-8.74,48.80,5.01,9.97,0.9685,19,0,None
2654,-8.73,48.21,5.01,10.55,0.9684,19,0,None
2655,-8.73,48.21,5.01,10.55,0.9684,19,0,None
2656,-8.73,48.21,5.01,10.55,0.9684,19,0,None
2657,-8.73,48.21,5.01,10.55,0.9684,19,0,None
2658,-8.72,47.41,5.01,11.11,0.9684,19,0,None
2659,-8.72,47.41,5.01,11.11,0.9684,19,0,None
2660,-8.71,46.90,5.01,11.83,0.9684,19,0,None
2661,-8.70,46.66,5.01,12.26,0.9684,19,0,None
2662,-8.70,46.66,5.01,12.26,0.9684,19,0,None
2663,-8.69,46.05,5.01,12.46,0.9683,19,0,None
2664,-8.69,46.05,5.01,12.46,0.9683,19,0,None
2665,-8.69,46.05,5.01,12.46,0.9683,19,0,None
2666,-8.69,46.05,5.01,12.46,0.9683,19,0,None
2667,-8.69,46.05,5.01,12.46,0.9683,19,0,None
2668,-8.69,46.05,5.01,12.46,0.9683,19,0,None
2669,-8.66,44.63,5.01,12.95,0.9683,19,0,None
2670,-8.66,44.63,5.01,12.95,0.9683,19,0,None
2671,-8.66,44.63,5.01,12.95,0.9683,19,0,None
2672,-8.64,43.81,5.01,14.05,0.9682,19,0,None
2673,-8.64,43.81,5.01,14.05,0.9682,19,0,None
2674,-8.63,43.13,5.01,14.63,0.9682,19,0,None
2675,-8.63,43.13,5.01,14.63,0.9682,19,0,None
2676,-8.63,43.13,5.01,14.63,0.9682,19,0,None
2677,-8.63,43.13,5.01,14.63,0.9682,19,0,None
2678,-8.61,42.09,5.01,15.09,0.9682,19,0,None
2679,-8.61,42.09,5.01,15.09,0.9682,19,0,None
2680,-8.59,41.36,5.01,15.78,0.9682,19,0,None
2681,-8.59,41.36,5.01,15.78,0.9682,19,0,None
2682,-8.59,41.36,5.01,15.78,0.9682,19,0,None
2683,-8.57,40.37,5.01,16.25,0.9681,19,0,None
2684,-8.57,40.37,5.01,16.25,0.9681,19,0,None
2685,-8.57,40.37,5.01,16.25,0.9681,19,0,None
2686,-8.55,39.39,5.01,16.86,0.9681,19,0,None
2687,-8.55,39.39,5.01,16.86,0.9681,19,0,None
2688,-8.55,39.39,5.01,16.86,0.9681,19,0,None
2689,-8.53,38.37,5.01,17.44,0.9681,19,0,None
2690,-8.53,38.37,5.01,17.44,0.9681,19,0,None
2691,-8.53,38.37,5.01,17.44,0.9681,19,0,None
2692,-8.53,38.37,5.01,17.44,0.9681,19,0,None
2693,-8.50,36.81,5.01,18.02,0.9680,19,0,None
2694,-8.50,36.81,5.01,18.02,0.9680,19,0,None
2695,-8.48,35.96,5.02,18.89,0.9680,19,0,None
2696,-8.48,35.96,5.02,18.89,0.9680,19,0,None
2697,-8.47,35.42,5.02,19.34,0.9680,19,0,None
2698,-8.47,35.42,5.02,19.34,0.9680,19,0,None
2699,-8.47,35.42,5.02,19.34,0.9680,19,0,None
2700,-8.47,35.42,5.02,19.34,0.9680,19,0,None
2701,-8.47,35.42,5.02,19.34,0.9680,19,0,None
2702,-8.47,35.42,5.02,19.34,0.9680,19,0,None
2703,-8.42,33.03,5.02,19.62,0.9679,19,0,None
2704,-8.42,33.03,5.02,19.62,0.9679,19,0,None
2705,-8.42,33.03,5.02,19.62,0.9679,19,0,None
2706,-8.40,31.61,5.02,20.84,0.9679,19,0,None
2707,-8.40,31.61,5.02,20.84,0.9679,19,0,None
2708,-8.40,31.61,5.02,20.84,0.9679,19,0,None
2709,-8.38,30.62,5.02,21.52,0.9678,19,0,None
2710,-8.38,30.62,5.02,21.52,0.9678,19,0,None
2711,-8.38,30.62,5.02,21.52,0.9678,19,0,None
2712,-8.38,30.62,5.02,21.52,0.9678,19,0,None
2713,-8.33,28.55,5.02,21.98,0.9678,19,0,None
2714,-8.33,28.55,5.02,21.98,0.9678,19,0,None
2715,-8.33,28.55,5.02,21.98,0.9678,19,0,None
2716,-8.31,27.50,5.02,22.92,0.9678,19,0,None
2717,-8.31,27.50,5.02,22.92,0.9678,19,0,None
2718,-8.31,27.50,5.02,22.92,0.9678,19,0,None
2719,-8.28,25.85,5.02,23.38,0.9677,19,0,None
2720,-8.28,25.85,5.02,23.38,0.9677,19,0,None
2721,-8.28,25.85,5.02,23.38,0.9677,19,0,None
2722,-8.28,25.85,5.02,23.38,0.9677,19,0,None
2723,-8.28,25.85,5.02,23.38,0.9677,19,0,None
2724,-8.24,23.73,5.02,24.09,0.9677,19,0,None
2725,-8.24,23.73,5.02,24.09,0.9677,19,0,None
2726,-8.24,23.73,5.02,24.09,0.9677,19,0,None
2727,-8.20,21.96,5.02,24.96,0.9676,19,0,None
2728,-8.20,21.96,5.02,24.96,0.9676,19,0,None
2729,-8.18,20.84,5.02,25.67,0.9676,19,0,None
2730,-8.18,20.84,5.02,25.67,0.9676,19,0,None
2731,-8.18,20.84,5.02,25.67,0.9676,19,0,None
2732,-8.14,19.18,5.02,26.11,0.9676,19,0,None
2733,-8.14,19.18,5.02,26.11,0.9676,19,0,None
2734,-8.14,19.18,5.02,26.11,0.9676,19,0,None
2735,-8.14,19.18,5.02,26.11,0.9676,19,0,None
2736,-8.14,19.18,5.02,26.11,0.9676,19,0,None
2737,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2738,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2739,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2740,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2741,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2742,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2743,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2744,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2745,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2746,-8.10,17.00,5.02,0.00,0.9675,19,0,None
2747,-8.10,17.00,5.02,0.00,0.9674,19,0,None
2748,-8.10,17.00,5.02,0.00,0.9674,19,0,None
2749,-8.10,17.00,5.02,0.00,0.9674,19,0,None
2750,-8.10,17.00,5.02,0.00,0.9674,19,0,None
2751,-8.10,17.00,5.02,0.00,0.9674,19,0,None
2752,-8.10,17.00,5.02,0.00,0.9674,19,0,None
2753,-8.10,17.00,5.02,0.00,0.9674,19,0,None
2754,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2755,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2756,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2757,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2758,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2759,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2760,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2761,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2762,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2763,-8.10,17.00,5.02,0.00,0.9673,19,0,None
2764,-8.10,17.00,5.02,0.00,0.9672,19,0,None
2765,-8.10,17.00,5.02,0.00,0.9672,19,0,None
2766,-8.10,17.00,5.02,0.00,0.9672,19,0,None
2767,-8.10,17.00,5.02,0.00,0.9672,19,0,None
2768,-8.10,17.00,5.02,0.00,0.9672,19,0,None
2769,-8.10,17.00,5.02,0.00,0.9672,19,0,None
2770,-8.10,17.00,5.02,0.00,0.9672,19,0,None
2771,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2772,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2773,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2774,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2775,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2776,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2777,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2778,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2779,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2780,-8.10,17.00,5.02,0.00,0.9671,19,0,None
2781,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2782,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2783,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2784,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2785,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2786,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2787,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2788,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2789,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2790,-8.10,17.00,5.02,0.00,0.9670,19,0,None
2791,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2792,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2793,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2794,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2795,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2796,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2797,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2798,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2799,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2800,-8.10,17.00,5.02,0.00,0.9669,19,0,None
2801,-8.10,17.00,5.02,0.00,0.9668,19,0,None
2802,-8.10,17.00,5.02,0.00,0.9668,19,0,None
2803,-8.10,17.00,5.02,0.00,0.9668,19,0,None
2804,-8.10,17.00,5.02,0.00,0.9668,19,0,None
2805,-8.10,17.00,5.02,0.00,0.9668,19,0,None
2806,-8.10,17.00,5.02,0.00,0.9668,19,0,None
2807,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2808,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2809,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2810,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2811,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2812,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2813,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2814,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2815,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2816,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2817,-8.10,17.00,5.02,0.00,0.9667,19,0,None
2818,-8.10,17.04,5.02,0.66,0.9666,19,0,None
2819,-8.10,17.04,5.02,0.66,0.9666,19,0,None
2820,-8.10,17.04,5.02,0.66,0.9666,19,0,None
2821,-8.10,17.13,5.02,1.33,0.9666,19,0,None
2822,-8.10,17.13,5.02,1.33,0.9666,19,0,None
2823,-8.10,17.13,5.02,1.33,0.9666,19,0,None
2824,-8.10,17.13,5.02,1.33,0.9666,19,0,None
2825,-8.10,17.13,5.02,1.33,0.9666,19,0,None
2826,-8.09,17.36,5.02,2.00,0.9665,19,0,None
2827,-8.09,17.36,5.02,2.00,0.9665,19,0,None
2828,-8.09,17.36,5.02,2.00,0.9665,19,0,None
2829,-8.09,17.36,5.02,2.00,0.9665,19,0,None
2830,-8.09,17.56,5.02,3.12,0.9665,19,0,None
2831,-8.09,17.56,5.02,3.12,0.9665,19,0,None
2832,-8.09,17.56,5.02,3.12,0.9665,19,0,None
2833,-8.08,17.82,5.02,3.78,0.9665,19,0,None
2834,-8.08,17.82,5.02,3.78,0.9665,19,0,None
2835,-8.08,17.82,5.02,3.78,0.9665,19,0,None
2836,-8.08,17.82,5.02,3.78,0.9665,19,0,None
2837,-8.08,18.12,5.02,4.47,0.9664,19,0,None
2838,-8.08,18.12,5.02,4.47,0.9664,19,0,None
2839,-8.08,18.12,5.02,4.47,0.9664,19,0,None
2840,-8.07,18.47,5.02,5.14,0.9664,19,0,None
2841,-8.07,18.47,5.02,5.14,0.9664,19,0,None
2842,-8.07,18.47,5.02,5.14,0.9664,19,0,None
2843,-8.07,18.47,5.02,5.14,0.9664,19,0,None
