t,agent_id,y_t_x,y_t_y,nu_t,kappa_i
316,14,-36.85,-50.70,4.53,Pedestrian
316,15,-142.78,42.27,4.53,Pedestrian
316,16,105.40,45.02,4.53,Pedestrian
316,17,50.77,103.71,4.53,Pedestrian
316,18,-97.57,-140.81,4.53,Pedestrian
317,0,-145.11,-12.40,0.45,Vehicle
317,1,115.66,11.58,0.04,Vehicle
317,2,-5.41,-103.93,0.42,Vehicle
317,3,5.80,-132.42,1.77,Vehicle
317,4,-99.17,-11.35,0.03,Vehicle
317,5,-36.13,-100.97,0.00,Vehicle
317,6,3.05,-117.71,0.51,Vehicle
317,7,-145.03,-55.82,0.00,Vehicle
317,8,-30.91,-105.39,0.00,Pedestrian
317,9,-80.38,-60.55,0.00,Pedestrian
317,10,60.60,-111.89,3.39,Pedestrian
317,11,105.69,109.80,2.95,Pedestrian
317,12,50.69,101.83,0.00,Pedestrian
317,13,15.52,127.46,3.90,Pedestrian
317,14,-36.85,-50.70,0.00,Pedestrian
317,15,-142.78,42.27,0.00,Pedestrian
317,16,105.40,45.02,0.00,Pedestrian
317,17,50.77,103.71,0.00,Pedestrian
317,18,-97.57,-140.81,0.00,Pedestrian
318,0,-145.12,-12.40,0.42,Vehicle
318,1,115.66,11.58,0.02,Vehicle
318,2,-5.42,-103.93,0.22,Vehicle
318,3,5.83,-132.44,1.71,Vehicle
318,4,-99.17,-11.35,0.02,Vehicle
318,5,-36.13,-100.97,0.00,Vehicle
318,6,3.05,-117.71,0.13,Vehicle
318,7,-145.03,-55.82,0.00,Vehicle
318,8,-30.91,-105.39,0.00,Pedestrian
318,9,-80.38,-60.55,0.00,Pedestrian
318,10,60.59,-111.89,0.68,Pedestrian
318,11,105.68,109.80,0.59,Pedestrian
318,12,50.69,101.83,0.00,Pedestrian
318,13,15.50,127.46,0.78,Pedestrian
318,14,-36.85,-50.70,0.00,Pedestrian
318,15,-142.78,42.27,0.00,Pedestrian
318,16,105.40,45.02,0.00,Pedestrian
318,17,50.77,103.71,0.00,Pedestrian
318,18,-97.57,-140.81,0.00,Pedestrian
319,0,-145.12,-12.43,1.09,Vehicle
319,1,116.31,11.59,32.17,Vehicle
319,2,-5.42,-103.93,0.10,Vehicle
319,3,5.73,-132.22,12.14,Vehicle
319,4,-99.18,-11.33,1.21,Vehicle
319,5,-36.79,-100.97,33.26,Vehicle
319,6,3.01,-117.44,13.35,Vehicle
319,7,-145.04,-56.49,33.40,Vehicle
319,8,-30.71,-105.39,10.02,Pedestrian
319,9,-80.58,-60.55,10.02,Pedestrian
319,10,60.58,-112.09,10.02,Pedestrian
319,11,105.83,109.93,9.93,Pedestrian
319,12,50.69,102.03,10.02,Pedestrian
319,13,15.70,127.48,9.87,Pedestrian
319,14,-36.65,-50.70,10.02,Pedestrian
319,15,-142.78,42.07,10.02,Pedestrian
319,16,105.40,44.82,10.02,Pedestrian
319,17,50.77,103.91,10.02,Pedestrian
319,18,-97.77,-140.81,10.02,Pedestrian
320,0,-145.14,-12.42,0.93,Vehicle
320,1,116.30,11.60,0.06,Vehicle
320,2,-5.43,-103.93,0.62,Vehicle
320,3,5.78,-132.23,2.48,Vehicle
320,4,-99.18,-11.33,0.05,Vehicle
320,5,-36.79,-100.97,0.00,Vehicle
320,6,3.03,-117.45,0.77,Vehicle
320,7,-145.04,-56.49,0.00,Vehicle
320,8,-30.71,-105.39,0.00,Pedestrian
320,9,-80.58,-60.55,0.00,Pedestrian
320,10,60.58,-112.09,0.00,Pedestrian
320,11,105.71,109.93,6.01,Pedestrian
320,12,50.69,102.03,0.00,Pedestrian
320,13,15.54,127.48,8.00,Pedestrian
320,14,-36.65,-50.70,0.00,Pedestrian
320,15,-142.78,42.07,0.00,Pedestrian
320,16,105.40,44.82,0.00,Pedestrian
320,17,50.77,103.91,0.00,Pedestrian
320,18,-97.77,-140.81,0.00,Pedestrian
321,0,-145.15,-12.42,0.48,Vehicle
321,1,116.31,11.60,0.03,Vehicle
321,2,-5.44,-103.93,0.29,Vehicle
321,3,5.79,-132.23,0.56,Vehicle
321,4,-99.18,-11.33,0.04,Vehicle
321,5,-36.79,-100.97,0.00,Vehicle
321,6,3.03,-117.45,0.39,Vehicle
321,7,-145.04,-56.49,0.00,Vehicle
321,8,-30.71,-105.39,0.00,Pedestrian
321,9,-80.58,-60.55,0.00,Pedestrian
321,10,60.58,-112.09,0.00,Pedestrian
321,11,105.69,109.93,1.20,Pedestrian
321,12,50.69,102.03,0.00,Pedestrian
321,13,15.51,127.48,1.60,Pedestrian
321,14,-36.65,-50.70,0.00,Pedestrian
321,15,-142.78,42.07,0.00,Pedestrian
321,16,105.40,44.82,0.00,Pedestrian
321,17,50.77,103.91,0.00,Pedestrian
321,18,-97.77,-140.81,0.00,Pedestrian
322,0,-145.14,-12.44,0.85,Vehicle
322,1,116.96,11.61,32.51,Vehicle
322,2,-5.44,-103.93,0.18,Vehicle
322,3,5.66,-131.99,13.36,Vehicle
322,4,-99.19,-11.31,0.82,Vehicle
322,5,-37.46,-100.96,33.50,Vehicle
322,6,3.00,-117.19,13.49,Vehicle
322,7,-145.05,-57.16,33.63,Vehicle
322,8,-30.51,-105.39,10.09,Pedestrian
322,9,-80.78,-60.55,10.09,Pedestrian
322,10,60.77,-112.16,10.09,Pedestrian
322,11,105.83,110.06,9.91,Pedestrian
322,12,50.69,102.23,10.09,Pedestrian
322,13,15.70,127.51,9.77,Pedestrian
322,14,-36.44,-50.70,10.09,Pedestrian
322,15,-142.78,41.87,10.09,Pedestrian
322,16,105.40,44.62,10.09,Pedestrian
322,17,50.77,104.11,10.09,Pedestrian
322,18,-97.97,-140.81,10.09,Pedestrian
323,0,-145.16,-12.44,0.78,Vehicle
323,1,116.96,11.61,0.07,Vehicle
323,2,-5.46,-103.92,0.70,Vehicle
323,3,5.73,-132.03,3.53,Vehicle
323,4,-99.19,-11.31,0.04,Vehicle
323,5,-37.46,-100.96,0.00,Vehicle
323,6,3.01,-117.19,0.78,Vehicle
323,7,-145.05,-57.16,0.00,Vehicle
323,8,-30.51,-105.39,0.00,Pedestrian
323,9,-80.78,-60.55,0.00,Pedestrian
323,10,60.62,-112.16,7.54,Pedestrian
323,11,105.71,110.06,6.13,Pedestrian
323,12,50.69,102.23,0.00,Pedestrian
323,13,15.54,127.51,8.07,Pedestrian
323,14,-36.44,-50.70,0.00,Pedestrian
323,15,-142.78,41.87,0.00,Pedestrian
323,16,105.40,44.62,0.00,Pedestrian
323,17,50.77,104.11,0.00,Pedestrian
323,18,-97.97,-140.81,0.00,Pedestrian
324,0,-145.17,-12.44,0.39,Vehicle
324,1,116.96,11.61,0.03,Vehicle
324,2,-5.46,-103.92,0.36,Vehicle
324,3,5.75,-132.04,1.07,Vehicle
324,4,-99.19,-11.31,0.02,Vehicle
324,5,-37.46,-100.96,0.00,Vehicle
324,6,3.02,-117.20,0.40,Vehicle
324,7,-145.05,-57.16,0.00,Vehicle
324,8,-30.51,-105.39,0.00,Pedestrian
324,9,-80.78,-60.55,0.00,Pedestrian
324,10,60.59,-112.16,1.51,Pedestrian
324,11,105.69,110.06,1.23,Pedestrian
324,12,50.69,102.23,0.00,Pedestrian
324,13,15.51,127.51,1.61,Pedestrian
324,14,-36.44,-50.70,0.00,Pedestrian
324,15,-142.78,41.87,0.00,Pedestrian
324,16,105.40,44.62,0.00,Pedestrian
324,17,50.77,104.11,0.00,Pedestrian
324,18,-97.97,-140.81,0.00,Pedestrian
325,0,-145.17,-12.44,0.18,Vehicle
325,1,116.96,11.61,0.01,Vehicle
325,2,-5.49,-103.91,1.30,Vehicle
325,3,5.76,-132.05,1.07,Vehicle
325,4,-99.19,-11.31,0.00,Vehicle
325,5,-37.46,-100.96,0.00,Vehicle
325,6,3.02,-117.20,0.12,Vehicle
325,7,-145.05,-57.16,0.00,Vehicle
325,8,-30.51,-105.39,0.00,Pedestrian
325,9,-80.78,-60.55,0.00,Pedestrian
325,10,60.58,-112.16,0.30,Pedestrian
325,11,105.68,110.06,0.25,Pedestrian
325,12,50.69,102.23,0.00,Pedestrian
325,13,15.50,127.51,0.32,Pedestrian
325,14,-36.44,-50.70,0.00,Pedestrian
325,15,-142.78,41.87,0.00,Pedestrian
325,16,105.40,44.62,0.00,Pedestrian
325,17,50.77,104.11,0.00,Pedestrian
325,18,-97.97,-140.81,0.00,Pedestrian
326,0,-145.16,-12.45,0.56,Vehicle
326,1,117.61,11.62,32.99,Vehicle
326,2,-5.50,-103.91,0.63,Vehicle
326,3,5.65,-131.82,12.70,Vehicle
326,4,-99.19,-11.30,0.54,Vehicle
326,5,-38.14,-100.96,33.89,Vehicle
326,6,2.99,-116.93,13.59,Vehicle
326,7,-145.07,-57.84,34.00,Vehicle
326,8,-30.31,-105.39,10.20,Pedestrian
326,9,-80.99,-60.55,10.20,Pedestrian
326,10,60.58,-112.36,10.20,Pedestrian
326,11,105.83,110.20,10.16,Pedestrian
326,12,50.69,102.43,10.20,Pedestrian
326,13,15.70,127.53,10.14,Pedestrian
326,14,-36.24,-50.70,10.20,Pedestrian
326,15,-142.78,41.67,10.20,Pedestrian
326,16,105.40,44.41,10.20,Pedestrian
326,17,50.77,104.31,10.20,Pedestrian
326,18,-98.18,-140.81,10.20,Pedestrian
327,0,-145.18,-12.45,0.65,Vehicle
327,1,117.61,11.62,0.07,Vehicle
327,2,-5.51,-103.91,0.63,Vehicle
327,3,5.71,-131.86,3.33,Vehicle
327,4,-99.19,-11.30,0.04,Vehicle
327,5,-38.14,-100.96,0.00,Vehicle
327,6,3.00,-116.93,0.70,Vehicle
327,7,-145.07,-57.84,0.00,Vehicle
327,8,-30.31,-105.39,0.00,Pedestrian
327,9,-80.99,-60.55,0.00,Pedestrian
327,10,60.58,-112.36,0.00,Pedestrian
327,11,105.71,110.20,6.12,Pedestrian
327,12,50.69,102.43,0.00,Pedestrian
327,13,15.54,127.53,8.12,Pedestrian
327,14,-36.24,-50.70,0.00,Pedestrian
327,15,-142.78,41.67,0.00,Pedestrian
327,16,105.40,44.41,0.00,Pedestrian
327,17,50.77,104.31,0.00,Pedestrian
327,18,-98.18,-140.81,0.00,Pedestrian
328,0,-145.18,-12.45,0.27,Vehicle
328,1,117.61,11.62,0.03,Vehicle
328,2,-5.52,-103.90,0.63,Vehicle
328,3,5.74,-131.87,1.59,Vehicle
328,4,-99.19,-11.30,0.01,Vehicle
328,5,-38.14,-100.96,0.00,Vehicle
328,6,3.01,-116.94,0.33,Vehicle
328,7,-145.07,-57.84,0.00,Vehicle
328,8,-30.31,-105.39,0.00,Pedestrian
328,9,-80.99,-60.55,0.00,Pedestrian
328,10,60.58,-112.36,0.00,Pedestrian
328,11,105.69,110.20,1.22,Pedestrian
328,12,50.69,102.43,0.00,Pedestrian
328,13,15.51,127.53,1.62,Pedestrian
328,14,-36.24,-50.70,0.00,Pedestrian
328,15,-142.78,41.67,0.00,Pedestrian
328,16,105.40,44.41,0.00,Pedestrian
328,17,50.77,104.31,0.00,Pedestrian
328,18,-98.18,-140.81,0.00,Pedestrian
329,0,-145.19,-12.45,0.18,Vehicle
329,1,118.25,11.63,31.92,Vehicle
329,2,-5.54,-103.90,0.63,Vehicle
329,3,5.65,-131.65,12.11,Vehicle
329,4,-99.20,-11.30,0.35,Vehicle
329,5,-38.79,-100.96,32.70,Vehicle
329,6,2.98,-116.68,13.14,Vehicle
329,7,-145.08,-58.50,32.80,Vehicle
329,8,-30.11,-105.39,9.84,Pedestrian
329,9,-81.18,-60.55,9.84,Pedestrian
329,10,60.77,-112.43,9.84,Pedestrian
329,11,105.83,110.33,9.66,Pedestrian
329,12,50.69,102.63,9.84,Pedestrian
329,13,15.70,127.55,9.52,Pedestrian
329,14,-36.04,-50.70,9.84,Pedestrian
329,15,-142.79,41.47,9.84,Pedestrian
329,16,105.40,44.22,9.84,Pedestrian
329,17,50.77,104.51,9.84,Pedestrian
329,18,-98.37,-140.81,9.84,Pedestrian
330,0,-145.19,-12.45,0.07,Vehicle
330,1,118.25,11.63,0.07,Vehicle
330,2,-5.55,-103.90,0.63,Vehicle
330,3,5.70,-131.67,2.86,Vehicle
330,4,-99.19,-11.30,0.05,Vehicle
330,5,-38.79,-100.96,0.00,Vehicle
330,6,2.99,-116.68,0.71,Vehicle
330,7,-145.08,-58.50,0.00,Vehicle
330,8,-30.11,-105.39,0.00,Pedestrian
330,9,-81.18,-60.55,0.00,Pedestrian
330,10,60.62,-112.43,7.35,Pedestrian
330,11,105.71,110.33,6.00,Pedestrian
330,12,50.69,102.63,0.00,Pedestrian
330,13,15.54,127.55,7.88,Pedestrian
330,14,-36.04,-50.70,0.00,Pedestrian
330,15,-142.79,41.47,0.00,Pedestrian
330,16,105.40,44.22,0.00,Pedestrian
330,17,50.77,104.51,0.00,Pedestrian
330,18,-98.37,-140.81,0.00,Pedestrian
331,0,-145.19,-12.45,0.01,Vehicle
331,1,118.25,11.63,0.04,Vehicle
331,2,-5.56,-103.89,0.63,Vehicle
331,3,5.73,-131.67,1.38,Vehicle
331,4,-99.19,-11.30,0.02,Vehicle
331,5,-38.79,-100.96,0.00,Vehicle
331,6,3.00,-116.68,0.34,Vehicle
331,7,-145.08,-58.50,0.00,Vehicle
331,8,-30.11,-105.39,0.00,Pedestrian
331,9,-81.18,-60.55,0.00,Pedestrian
331,10,60.59,-112.43,1.47,Pedestrian
331,11,105.69,110.33,1.20,Pedestrian
331,12,50.69,102.63,0.00,Pedestrian
331,13,15.51,127.55,1.58,Pedestrian
331,14,-36.04,-50.70,0.00,Pedestrian
331,15,-142.79,41.47,0.00,Pedestrian
331,16,105.40,44.22,0.00,Pedestrian
331,17,50.77,104.51,0.00,Pedestrian
331,18,-98.37,-140.81,0.00,Pedestrian
332,0,-145.31,-12.21,13.43,Vehicle
332,1,118.91,11.64,32.75,Vehicle
332,2,-5.56,-103.89,0.16,Vehicle
332,3,5.62,-131.43,13.02,Vehicle
332,4,-99.20,-11.29,0.24,Vehicle
332,5,-39.46,-100.95,33.47,Vehicle
332,6,2.97,-116.42,13.44,Vehicle
332,7,-145.10,-59.17,33.56,Vehicle
332,8,-29.91,-105.39,10.07,Pedestrian
332,9,-81.38,-60.55,10.07,Pedestrian
332,10,60.58,-112.63,10.07,Pedestrian
332,11,105.83,110.46,9.89,Pedestrian
332,12,50.69,102.83,10.07,Pedestrian
332,13,15.70,127.58,9.75,Pedestrian
332,14,-35.84,-50.70,10.07,Pedestrian
332,15,-142.79,41.27,10.07,Pedestrian
332,16,105.40,44.02,10.07,Pedestrian
332,17,50.77,104.71,10.07,Pedestrian
332,18,-98.57,-140.81,10.07,Pedestrian
333,0,-145.31,-12.21,0.06,Vehicle
333,1,118.91,11.64,0.06,Vehicle
333,2,-5.55,-103.89,0.16,Vehicle
333,3,5.68,-131.45,2.81,Vehicle
333,4,-99.20,-11.29,0.05,Vehicle
333,5,-39.46,-100.95,0.00,Vehicle
333,6,2.98,-116.43,0.70,Vehicle
333,7,-145.10,-59.17,0.00,Vehicle
333,8,-29.91,-105.39,0.00,Pedestrian
333,9,-81.38,-60.55,0.00,Pedestrian
333,10,60.58,-112.63,0.02,Pedestrian
333,11,105.71,110.46,6.10,Pedestrian
333,12,50.69,102.83,0.00,Pedestrian
333,13,15.54,127.58,8.07,Pedestrian
333,14,-35.84,-50.70,0.00,Pedestrian
333,15,-142.79,41.27,0.00,Pedestrian
333,16,105.40,44.02,0.00,Pedestrian
333,17,50.77,104.71,0.00,Pedestrian
333,18,-98.57,-140.81,0.00,Pedestrian
334,0,-145.31,-12.21,0.03,Vehicle
334,1,118.91,11.64,0.04,Vehicle
334,2,-5.55,-103.89,0.07,Vehicle
334,3,5.70,-131.46,1.46,Vehicle
334,4,-99.20,-11.29,0.02,Vehicle
334,5,-39.46,-100.95,0.00,Vehicle
334,6,2.98,-116.43,0.34,Vehicle
334,7,-145.10,-59.17,0.00,Vehicle
334,8,-29.91,-105.39,0.00,Pedestrian
334,9,-81.38,-60.55,0.00,Pedestrian
334,10,60.58,-112.63,0.00,Pedestrian
334,11,105.69,110.46,1.22,Pedestrian
334,12,50.69,102.83,0.00,Pedestrian
334,13,15.51,127.58,1.61,Pedestrian
334,14,-35.84,-50.70,0.00,Pedestrian
334,15,-142.79,41.27,0.00,Pedestrian
334,16,105.40,44.02,0.00,Pedestrian
334,17,50.77,104.71,0.00,Pedestrian
334,18,-98.57,-140.81,0.00,Pedestrian
335,0,-145.31,-12.21,0.01,Vehicle
335,1,118.91,11.64,0.01,Vehicle
335,2,-5.55,-103.89,0.03,Vehicle
335,3,5.73,-131.47,1.34,Vehicle
335,4,-99.20,-11.29,0.01,Vehicle
335,5,-39.46,-100.95,0.00,Vehicle
335,6,2.99,-116.43,0.10,Vehicle
335,7,-145.10,-59.17,0.00,Vehicle
335,8,-29.91,-105.39,0.00,Pedestrian
335,9,-81.38,-60.55,0.00,Pedestrian
335,10,60.58,-112.63,0.00,Pedestrian
335,11,105.68,110.46,0.24,Pedestrian
335,12,50.69,102.83,0.00,Pedestrian
335,13,15.50,127.58,0.32,Pedestrian
335,14,-35.84,-50.70,0.00,Pedestrian
335,15,-142.79,41.27,0.00,Pedestrian
335,16,105.40,44.02,0.00,Pedestrian
335,17,50.77,104.71,0.00,Pedestrian
335,18,-98.57,-140.81,0.00,Pedestrian
336,0,-145.31,-12.21,0.00,Vehicle
336,1,118.91,11.64,0.00,Vehicle
336,2,-5.55,-103.89,0.01,Vehicle
336,3,5.75,-131.47,0.95,Vehicle
336,4,-99.20,-11.29,0.00,Vehicle
336,5,-39.46,-100.95,0.00,Vehicle
336,6,2.99,-116.43,0.00,Vehicle
336,7,-145.10,-59.17,0.00,Vehicle
336,8,-29.91,-105.39,0.00,Pedestrian
336,9,-81.38,-60.55,0.00,Pedestrian
336,10,60.58,-112.63,0.00,Pedestrian
336,11,105.68,110.46,0.05,Pedestrian
336,12,50.69,102.83,0.00,Pedestrian
336,13,15.50,127.58,0.06,Pedestrian
336,14,-35.84,-50.70,0.00,Pedestrian
336,15,-142.79,41.27,0.00,Pedestrian
336,16,105.40,44.02,0.00,Pedestrian
336,17,50.77,104.71,0.00,Pedestrian
336,18,-98.57,-140.81,0.00,Pedestrian
337,0,-145.31,-12.21,0.00,Vehicle
337,1,118.91,11.64,0.00,Vehicle
337,2,-5.55,-103.89,0.02,Vehicle
337,3,5.76,-131.47,0.67,Vehicle
337,4,-99.20,-11.29,0.00,Vehicle
337,5,-39.46,-100.95,0.00,Vehicle
337,6,2.99,-116.43,0.01,Vehicle
337,7,-145.10,-59.17,0.00,Vehicle
337,8,-29.91,-105.39,0.00,Pedestrian
337,9,-81.38,-60.55,0.00,Pedestrian
337,10,60.58,-112.63,0.00,Pedestrian
337,11,105.68,110.46,0.01,Pedestrian
337,12,50.69,102.83,0.00,Pedestrian
337,13,15.50,127.58,0.01,Pedestrian
337,14,-35.84,-50.70,0.00,Pedestrian
337,15,-142.79,41.27,0.00,Pedestrian
337,16,105.40,44.02,0.00,Pedestrian
337,17,50.77,104.71,0.00,Pedestrian
337,18,-98.57,-140.81,0.00,Pedestrian
338,0,-145.50,-11.85,20.24,Vehicle
338,1,119.90,11.65,49.57,Vehicle
338,2,-5.55,-103.89,0.02,Vehicle
338,3,5.60,-131.11,20.00,Vehicle
338,4,-99.20,-11.29,0.18,Vehicle
338,5,-40.46,-100.94,50.00,Vehicle
338,6,2.94,-116.02,20.24,Vehicle
338,7,-145.12,-60.17,50.00,Vehicle
338,8,-29.60,-105.39,15.18,Pedestrian
338,9,-81.69,-60.55,15.18,Pedestrian
338,10,60.87,-112.74,15.18,Pedestrian
338,11,105.91,110.66,15.18,Pedestrian
338,12,50.70,103.14,15.18,Pedestrian
338,13,15.80,127.61,15.18,Pedestrian
338,14,-35.54,-50.70,15.18,Pedestrian
338,15,-142.79,40.97,15.18,Pedestrian
338,16,105.41,43.71,15.18,Pedestrian
338,17,50.77,105.02,15.18,Pedestrian
338,18,-98.88,-140.81,15.18,Pedestrian
339,0,-145.50,-11.85,0.05,Vehicle
339,1,119.90,11.66,0.10,Vehicle
339,2,-5.55,-103.89,0.02,Vehicle
339,3,5.65,-131.13,2.79,Vehicle
339,4,-99.20,-11.29,0.07,Vehicle
339,5,-40.46,-100.94,0.00,Vehicle
339,6,2.95,-116.04,0.91,Vehicle
339,7,-145.12,-60.17,0.00,Vehicle
339,8,-29.60,-105.39,0.00,Pedestrian
339,9,-81.69,-60.55,0.00,Pedestrian
339,10,60.67,-112.74,10.00,Pedestrian
339,11,105.73,110.66,9.22,Pedestrian
339,12,50.70,103.14,0.00,Pedestrian
339,13,15.60,127.61,10.00,Pedestrian
339,14,-35.54,-50.70,0.00,Pedestrian
339,15,-142.79,40.97,0.00,Pedestrian
339,16,105.41,43.71,0.00,Pedestrian
339,17,50.77,105.02,0.00,Pedestrian
339,18,-98.88,-140.81,0.00,Pedestrian
340,0,-145.50,-11.85,0.02,Vehicle
340,1,119.90,11.66,0.06,Vehicle
340,2,-5.55,-103.89,0.02,Vehicle
340,3,5.67,-131.14,1.42,Vehicle
340,4,-99.20,-11.29,0.03,Vehicle
340,5,-40.46,-100.94,0.00,Vehicle
340,6,2.96,-116.04,0.37,Vehicle
340,7,-145.12,-60.17,0.00,Vehicle
340,8,-29.60,-105.39,0.00,Pedestrian
340,9,-81.69,-60.55,0.00,Pedestrian
340,10,60.60,-112.74,3.38,Pedestrian
340,11,105.69,110.66,1.84,Pedestrian
340,12,50.70,103.14,0.00,Pedestrian
340,13,15.52,127.61,4.05,Pedestrian
340,14,-35.54,-50.70,0.00,Pedestrian
340,15,-142.79,40.97,0.00,Pedestrian
340,16,105.41,43.71,0.00,Pedestrian
340,17,50.77,105.02,0.00,Pedestrian
340,18,-98.88,-140.81,0.00,Pedestrian
341,0,-145.63,-11.60,14.00,Vehicle
341,1,120.59,11.67,34.37,Vehicle
341,2,-5.55,-103.86,1.48,Vehicle
341,3,5.58,-130.89,13.18,Vehicle
341,4,-99.20,-11.29,0.08,Vehicle
341,5,-41.16,-100.94,34.93,Vehicle
341,6,2.93,-115.76,13.94,Vehicle
341,7,-145.13,-60.87,35.01,Vehicle
341,8,-29.39,-105.39,10.50,Pedestrian
341,9,-81.90,-60.55,10.50,Pedestrian
341,10,60.59,-112.95,10.53,Pedestrian
341,11,105.84,110.80,10.23,Pedestrian
341,12,50.70,103.35,10.50,Pedestrian
341,13,15.71,127.64,9.70,Pedestrian
341,14,-35.33,-50.70,10.50,Pedestrian
341,15,-142.79,40.76,10.50,Pedestrian
341,16,105.41,43.50,10.50,Pedestrian
341,17,50.77,105.23,10.50,Pedestrian
341,18,-99.09,-140.81,10.50,Pedestrian
342,0,-145.63,-11.60,0.04,Vehicle
342,1,120.59,11.67,0.07,Vehicle
342,2,-5.55,-103.86,0.02,Vehicle
342,3,5.62,-130.91,2.45,Vehicle
342,4,-99.20,-11.29,0.05,Vehicle
342,5,-41.16,-100.94,0.00,Vehicle
342,6,2.95,-115.77,0.70,Vehicle
342,7,-145.13,-60.87,0.00,Vehicle
342,8,-29.39,-105.39,0.00,Pedestrian
342,9,-81.90,-60.55,0.00,Pedestrian
342,10,60.58,-112.95,0.10,Pedestrian
342,11,105.71,110.80,6.42,Pedestrian
342,12,50.70,103.35,0.00,Pedestrian
342,13,15.54,127.64,8.51,Pedestrian
342,14,-35.33,-50.70,0.00,Pedestrian
342,15,-142.79,40.76,0.00,Pedestrian
342,16,105.41,43.50,0.00,Pedestrian
342,17,50.77,105.23,0.00,Pedestrian
342,18,-99.09,-140.81,0.00,Pedestrian
343,0,-145.69,-11.48,7.07,Vehicle
343,1,120.93,11.67,17.39,Vehicle
343,2,-5.55,-103.84,1.08,Vehicle
343,3,5.65,-130.92,1.26,Vehicle
343,4,-99.20,-11.29,0.03,Vehicle
343,5,-41.52,-100.94,17.66,Vehicle
343,6,2.94,-115.63,7.01,Vehicle
343,7,-145.14,-61.22,17.69,Vehicle
343,8,-29.29,-105.39,5.31,Pedestrian
343,9,-82.00,-60.55,5.31,Pedestrian
343,10,60.68,-112.99,5.29,Pedestrian
343,11,105.77,110.86,4.41,Pedestrian
343,12,50.70,103.45,5.31,Pedestrian
343,13,15.61,127.65,3.63,Pedestrian
343,14,-35.22,-50.70,5.31,Pedestrian
343,15,-142.79,40.65,5.31,Pedestrian
343,16,105.41,43.40,5.31,Pedestrian
343,17,50.77,105.33,5.31,Pedestrian
343,18,-99.19,-140.81,5.31,Pedestrian
344,0,-145.69,-11.48,0.02,Vehicle
344,1,120.93,11.68,0.04,Vehicle
344,2,-5.55,-103.84,0.02,Vehicle
344,3,5.66,-130.92,0.64,Vehicle
344,4,-99.20,-11.29,0.03,Vehicle
344,5,-41.52,-100.94,0.00,Vehicle
344,6,2.95,-115.63,0.39,Vehicle
344,7,-145.14,-61.22,0.00,Vehicle
344,8,-29.29,-105.39,0.00,Pedestrian
344,9,-82.00,-60.55,0.00,Pedestrian
344,10,60.60,-112.99,3.99,Pedestrian
344,11,105.70,110.86,3.50,Pedestrian
344,12,50.70,103.45,0.00,Pedestrian
344,13,15.52,127.65,4.56,Pedestrian
344,14,-35.22,-50.70,0.00,Pedestrian
344,15,-142.79,40.65,0.00,Pedestrian
344,16,105.41,43.40,0.00,Pedestrian
344,17,50.77,105.33,0.00,Pedestrian
344,18,-99.19,-140.81,0.00,Pedestrian
345,0,-145.69,-11.48,0.01,Vehicle
345,1,120.93,11.68,0.02,Vehicle
345,2,-5.55,-103.84,0.02,Vehicle
345,3,5.67,-130.92,0.22,Vehicle
345,4,-99.20,-11.29,0.01,Vehicle
345,5,-41.52,-100.94,0.00,Vehicle
345,6,2.95,-115.63,0.17,Vehicle
345,7,-145.14,-61.22,0.00,Vehicle
345,8,-29.29,-105.39,0.00,Pedestrian
345,9,-82.00,-60.55,0.00,Pedestrian
345,10,60.59,-112.99,0.80,Pedestrian
345,11,105.68,110.86,0.70,Pedestrian
345,12,50.70,103.45,0.00,Pedestrian
345,13,15.50,127.65,0.91,Pedestrian
345,14,-35.22,-50.70,0.00,Pedestrian
345,15,-142.79,40.65,0.00,Pedestrian
345,16,105.41,43.40,0.00,Pedestrian
345,17,50.77,105.33,0.00,Pedestrian
345,18,-99.19,-140.81,0.00,Pedestrian
346,0,-145.80,-11.26,12.16,Vehicle
346,1,121.53,11.68,29.92,Vehicle
346,2,-5.55,-103.79,2.74,Vehicle
346,3,5.57,-130.70,12.17,Vehicle
346,4,-99.20,-11.29,0.04,Vehicle
346,5,-42.12,-100.93,30.34,Vehicle
346,6,2.95,-115.63,0.06,Vehicle
346,7,-145.16,-61.83,30.40,Vehicle
346,8,-29.11,-105.40,9.12,Pedestrian
346,9,-82.19,-60.55,9.12,Pedestrian
346,10,60.58,-113.17,9.12,Pedestrian
346,11,105.82,110.98,9.01,Pedestrian
346,12,50.70,103.63,9.12,Pedestrian
346,13,15.68,127.67,8.94,Pedestrian
346,14,-35.04,-50.70,9.12,Pedestrian
346,15,-142.79,40.47,9.12,Pedestrian
346,16,105.41,43.21,9.12,Pedestrian
346,17,50.77,105.51,9.12,Pedestrian
346,18,-99.38,-140.81,9.12,Pedestrian
347,0,-145.77,-11.28,1.77,Vehicle
347,1,121.53,11.68,0.06,Vehicle
347,2,-5.55,-103.79,0.03,Vehicle
347,3,5.60,-130.72,2.21,Vehicle
347,4,-99.20,-11.29,0.08,Vehicle
347,5,-42.12,-100.93,0.00,Vehicle
347,6,2.95,-115.63,0.00,Vehicle
347,7,-145.16,-61.83,0.00,Vehicle
347,8,-29.11,-105.40,0.00,Pedestrian
347,9,-82.19,-60.55,0.00,Pedestrian
347,10,60.58,-113.17,0.00,Pedestrian
347,11,105.71,110.98,5.55,Pedestrian
347,12,50.70,103.63,0.00,Pedestrian
