t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t
2049,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2050,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2051,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2052,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2053,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2054,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2055,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2056,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2057,-8.85,142.60,5.02,0.00,0.9677,19,0,1.00,None,1
2058,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2059,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2060,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2061,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2062,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2063,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2064,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2065,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2066,-8.85,142.60,5.02,0.00,0.9676,19,0,1.00,None,1
2067,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2068,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2069,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2070,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2071,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2072,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2073,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2074,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2075,-8.85,142.60,5.02,0.00,0.9675,19,0,1.00,None,1
2076,-8.84,142.30,5.02,6.98,0.9674,19,0,1.00,None,1
2077,-8.84,142.30,5.02,6.98,0.9674,19,0,1.00,None,1
2078,-8.83,141.70,5.02,13.99,0.9674,19,0,1.00,None,1
2079,-8.83,141.70,5.02,13.99,0.9674,19,0,1.00,None,1
2080,-8.81,140.79,5.02,20.97,0.9674,19,0,1.00,None,1
2081,-8.81,140.79,5.02,20.97,0.9674,19,0,1.00,None,1
2082,-8.79,139.60,5.01,28.03,0.9674,19,0,1.00,None,1
2083,-8.79,139.60,5.01,28.03,0.9674,19,0,1.00,None,1
2084,-8.79,139.60,5.01,28.03,0.9674,19,0,1.00,None,1
2085,-8.79,139.60,5.01,28.03,0.9674,19,0,1.00,None,1
2086,-8.73,136.76,5.01,34.96,0.9673,19,0,1.00,None,1
2087,-8.73,136.76,5.01,34.96,0.9673,19,0,1.00,None,1
2088,-8.68,134.38,5.01,48.18,0.9673,19,0,1.00,None,1
2089,-8.68,134.38,5.01,48.18,0.9673,19,0,1.00,None,1
2090,-8.64,132.18,5.01,56.23,0.9673,19,0,1.00,None,1
2091,-8.64,132.18,5.01,56.23,0.9673,19,0,1.00,None,1
2092,-8.64,132.18,5.01,56.23,0.9673,19,0,1.00,None,1
2093,-8.58,129.13,5.01,62.61,0.9673,19,0,1.00,None,1
2094,-8.58,129.13,5.01,62.61,0.9673,19,0,1.00,None,1
2095,-8.51,125.97,5.01,70.55,0.9672,19,0,1.00,None,1
2096,-8.49,124.67,5.02,77.85,0.9672,19,0,1.00,None,1
2097,-8.49,124.67,5.02,77.85,0.9672,19,0,1.00,None,1
2098,-8.42,121.58,5.02,80.58,0.9672,19,0,1.00,None,1
2099,-8.42,121.58,5.02,80.58,0.9672,19,0,1.00,None,1
2100,-8.42,121.58,5.02,80.58,0.9672,19,0,1.00,None,1
2101,-8.42,121.58,5.02,80.58,0.9672,19,0,1.00,None,1
2102,-8.28,114.74,5.02,86.82,0.9672,19,0,1.00,None,1
2103,-8.28,114.74,5.02,86.82,0.9672,19,0,1.00,None,1
2104,-8.28,114.74,5.02,86.82,0.9672,19,0,1.00,None,1
2105,-8.18,109.79,5.03,90.43,0.9671,19,0,1.00,None,1
2106,-8.12,106.57,5.04,90.43,0.9671,19,0,1.00,None,1
2107,-8.10,105.75,5.04,0.00,0.9671,19,0,1.00,None,1
2108,-8.10,105.75,5.04,0.00,0.9671,19,0,1.00,None,1
2109,-8.10,105.75,5.04,0.00,0.9671,19,0,1.00,None,1
2110,-8.10,105.75,5.04,0.00,0.9671,19,0,1.00,None,1
2111,-8.10,105.75,5.04,0.00,0.9671,19,0,1.00,None,1
2112,-8.10,105.75,5.04,0.00,0.9671,19,0,1.00,None,1
2113,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2114,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2115,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2116,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2117,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2118,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2119,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2120,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2121,-8.10,105.75,5.04,0.00,0.9670,19,0,1.00,None,1
2122,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2123,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2124,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2125,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2126,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2127,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2128,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2129,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2130,-8.10,105.75,5.04,0.00,0.9669,19,0,1.00,None,1
2131,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2132,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2133,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2134,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2135,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2136,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2137,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2138,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2139,-8.10,105.75,5.04,0.00,0.9668,19,0,1.00,None,1
2140,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2141,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2142,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2143,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2144,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2145,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2146,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2147,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2148,-8.10,105.75,5.04,0.00,0.9667,19,0,1.00,None,1
2149,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2150,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2151,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2152,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2153,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2154,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2155,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2156,-8.10,105.75,5.04,0.00,0.9666,19,0,1.00,None,1
2157,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2158,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2159,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2160,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2161,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2162,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2163,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2164,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2165,-8.10,105.75,5.04,0.00,0.9665,19,0,1.00,None,1
2166,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2167,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2168,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2169,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2170,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2171,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2172,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2173,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2174,-8.10,105.75,5.04,0.00,0.9664,19,0,1.00,None,1
2175,-8.10,105.75,5.04,0.00,0.9663,19,0,1.00,None,1
2176,-8.10,105.75,5.04,0.00,0.9663,19,0,1.00,None,1
2177,-8.10,105.75,5.04,0.00,0.9663,19,0,1.00,None,1
2178,-8.10,105.75,5.04,0.00,0.9663,19,0,1.00,None,1
2179,-8.10,105.75,5.04,0.00,0.9663,19,0,1.00,None,1
2180,-8.10,105.75,5.04,0.00,0.9663,19,0,1.00,None,1
2181,-8.10,105.75,5.04,0.00,0.9663,19,0,1.00,None,1
2182,-8.09,106.07,5.04,7.20,0.9663,19,0,1.00,None,1
2183,-8.09,106.07,5.04,7.20,0.9663,19,0,1.00,None,1
2184,-8.08,106.71,5.04,14.36,0.9662,19,0,1.00,None,1
2185,-8.08,106.71,5.04,14.36,0.9662,19,0,1.00,None,1
2186,-8.08,106.71,5.04,14.36,0.9662,19,0,1.00,None,1
2187,-8.08,106.71,5.04,14.36,0.9662,19,0,1.00,None,1
2188,-8.04,108.48,5.04,21.68,0.9662,19,0,1.00,None,1
2189,-8.04,108.48,5.04,21.68,0.9662,19,0,1.00,None,1
2190,-8.01,110.12,5.03,34.97,0.9662,19,0,1.00,None,1
2191,-8.01,110.12,5.03,34.97,0.9662,19,0,1.00,None,1
2192,-7.98,111.84,5.03,42.61,0.9661,19,0,1.00,None,1
2193,-7.98,111.84,5.03,42.61,0.9661,19,0,1.00,None,1
2194,-7.98,111.84,5.03,42.61,0.9661,19,0,1.00,None,1
2195,-7.93,114.09,5.03,49.17,0.9661,19,0,1.00,None,1
2196,-7.93,114.09,5.03,49.17,0.9661,19,0,1.00,None,1
2197,-7.88,116.50,5.02,56.64,0.9661,19,0,1.00,None,1
2198,-7.86,117.48,5.02,63.58,0.9661,19,0,1.00,None,1
2199,-7.81,119.86,5.02,66.10,0.9661,19,0,1.00,None,1
2200,-7.81,119.86,5.02,66.10,0.9661,19,0,1.00,None,1
2201,-7.81,119.86,5.02,66.10,0.9661,19,0,1.00,None,1
2202,-7.81,119.86,5.02,66.10,0.9661,19,0,1.00,None,1
2203,-7.70,125.56,5.02,71.95,0.9660,19,0,1.00,None,1
2204,-7.70,125.56,5.02,71.95,0.9660,19,0,1.00,None,1
2205,-7.70,125.56,5.02,71.95,0.9660,19,0,1.00,None,1
2206,-7.60,130.12,5.02,84.86,0.9660,19,0,1.00,None,1
2207,-7.60,130.12,5.02,84.86,0.9660,19,0,1.00,None,1
2208,-7.54,133.33,5.02,90.43,0.9660,19,0,1.00,None,1
2209,-7.51,134.76,5.02,90.43,0.9660,19,0,1.00,None,1
2210,-7.44,138.10,5.02,90.43,0.9659,19,0,1.00,None,1
2211,-7.44,138.10,5.02,90.43,0.9659,19,0,1.00,None,1
2212,-7.44,138.10,5.02,90.43,0.9659,19,0,1.00,None,1
2213,-7.44,138.10,5.02,90.43,0.9659,19,0,1.00,None,1
2214,-7.35,142.60,5.03,0.00,0.9659,19,0,1.00,None,1
2215,-7.35,142.60,5.03,0.00,0.9659,19,0,1.00,None,1
2216,-7.35,142.60,5.03,0.00,0.9659,19,0,1.00,None,1
2217,-7.35,142.60,5.03,0.00,0.9659,19,0,1.00,None,1
2218,-7.35,142.60,5.03,0.00,0.9659,19,0,1.00,None,1
2219,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2220,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2221,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2222,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2223,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2224,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2225,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2226,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2227,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2228,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2229,-7.35,142.60,5.03,0.00,0.9658,19,0,1.00,None,1
2230,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2231,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2232,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2233,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2234,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2235,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2236,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2237,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2238,-7.35,142.60,5.03,0.00,0.9657,19,0,1.00,None,1
2239,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2240,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2241,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2242,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2243,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2244,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2245,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2246,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2247,-7.35,142.60,5.03,0.00,0.9656,19,0,1.00,None,1
2248,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2249,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2250,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2251,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2252,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2253,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2254,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2255,-7.35,142.60,5.03,0.00,0.9655,19,0,1.00,None,1
2256,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2257,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2258,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2259,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2260,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2261,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2262,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2263,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2264,-7.35,142.60,5.03,0.00,0.9654,19,0,1.00,None,1
2265,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2266,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2267,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2268,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2269,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2270,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2271,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2272,-7.35,142.60,5.03,0.00,0.9653,19,0,1.00,None,1
2273,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2274,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2275,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2276,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2277,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2278,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2279,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2280,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2281,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2282,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2283,-7.35,142.60,5.03,0.00,0.9652,19,0,1.00,None,1
2284,-7.35,142.60,5.03,0.00,0.9651,19,0,1.00,None,1
2285,-7.35,142.60,5.03,0.00,0.9651,19,0,1.00,None,1
2286,-7.34,142.30,5.03,7.03,0.9651,19,0,1.00,None,1
2287,-7.34,142.30,5.03,7.03,0.9651,19,0,1.00,None,1
2288,-7.33,141.70,5.03,13.94,0.9651,19,0,1.00,None,1
2289,-7.33,141.70,5.03,13.94,0.9651,19,0,1.00,None,1
2290,-7.31,140.80,5.02,21.03,0.9651,19,0,1.00,None,1
2291,-7.31,140.80,5.02,21.03,0.9651,19,0,1.00,None,1
2292,-7.31,140.80,5.02,21.03,0.9651,19,0,1.00,None,1
2293,-7.29,139.61,5.02,27.99,0.9650,19,0,1.00,None,1
2294,-7.29,139.61,5.02,27.99,0.9650,19,0,1.00,None,1
2295,-7.29,139.61,5.02,27.99,0.9650,19,0,1.00,None,1
2296,-7.29,139.61,5.02,27.99,0.9650,19,0,1.00,None,1
2297,-7.23,136.73,5.02,34.92,0.9650,19,0,1.00,None,1
2298,-7.23,136.73,5.02,34.92,0.9650,19,0,1.00,None,1
2299,-7.18,134.43,5.02,48.33,0.9650,19,0,1.00,None,1
2300,-7.18,134.43,5.02,48.33,0.9650,19,0,1.00,None,1
2301,-7.14,132.20,5.02,56.09,0.9649,19,0,1.00,None,1
2302,-7.14,132.20,5.02,56.09,0.9649,19,0,1.00,None,1
2303,-7.08,129.17,5.02,62.57,0.9649,19,0,0.80,None,1
2304,-7.08,129.17,5.02,62.57,0.9649,19,0,0.80,None,1
2305,-7.08,129.17,5.02,62.57,0.9649,19,0,0.80,None,1
2306,-7.01,125.94,5.02,70.47,0.9649,19,0,1.00,None,1
2307,-6.98,124.64,5.02,77.93,0.9649,19,0,1.00,None,1
2308,-6.98,124.64,5.02,77.93,0.9649,19,0,1.00,None,1
2309,-6.92,121.54,5.02,80.65,0.9649,19,0,1.00,None,1
2310,-6.92,121.54,5.02,80.65,0.9649,19,0,1.00,None,1
2311,-6.92,121.54,5.02,80.65,0.9649,19,0,1.00,None,1
2312,-6.78,114.69,5.03,86.92,0.9648,19,0,1.00,None,1
2313,-6.78,114.69,5.03,86.92,0.9648,19,0,1.00,None,1
2314,-6.78,114.69,5.03,86.92,0.9648,19,0,1.00,None,1
2315,-6.68,109.74,5.04,90.43,0.9648,19,0,1.00,None,1
2316,-6.68,109.74,5.04,90.43,0.9648,19,0,1.00,None,1
2317,-6.62,106.55,5.04,90.43,0.9648,19,0,1.00,None,1
2318,-6.60,105.75,5.04,0.00,0.9648,19,0,1.00,None,1
2319,-6.60,105.75,5.04,0.00,0.9648,19,0,1.00,None,1
2320,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2321,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2322,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2323,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2324,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2325,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2326,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2327,-6.60,105.75,5.04,0.00,0.9647,19,0,1.00,None,1
2328,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2329,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2330,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2331,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2332,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2333,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2334,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2335,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2336,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2337,-6.60,105.75,5.04,0.00,0.9646,19,0,1.00,None,1
2338,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2339,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2340,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2341,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2342,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2343,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2344,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2345,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2346,-6.60,105.75,5.04,0.00,0.9645,19,0,1.00,None,1
2347,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2348,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2349,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2350,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2351,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2352,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2353,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2354,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2355,-6.60,105.75,5.04,0.00,0.9644,19,0,1.00,None,1
2356,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2357,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2358,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2359,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2360,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2361,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2362,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2363,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2364,-6.60,105.75,5.04,0.00,0.9643,19,0,1.00,None,1
2365,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2366,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2367,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2368,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2369,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2370,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2371,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2372,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2373,-6.60,105.75,5.04,0.00,0.9642,19,0,1.00,None,1
2374,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2375,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2376,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2377,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2378,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2379,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2380,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2381,-6.60,105.75,5.04,0.00,0.9641,19,0,1.00,None,1
2382,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2383,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2384,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2385,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2386,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2387,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2388,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2389,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2390,-6.60,105.75,5.04,0.00,0.9640,19,0,1.00,None,1
2391,-6.60,105.75,5.04,0.00,0.9639,19,0,1.00,None,1
2392,-6.60,105.75,5.04,0.00,0.9639,19,0,1.00,None,1
2393,-6.60,105.75,5.04,0.00,0.9639,19,0,1.00,None,1
2394,-6.59,106.08,5.04,7.36,0.9639,19,0,1.00,None,1
2395,-6.59,106.08,5.04,7.36,0.9639,19,0,1.00,None,1
2396,-6.58,106.74,5.04,14.63,0.9639,19,0,1.00,None,1
2397,-6.58,106.74,5.04,14.63,0.9639,19,0,1.00,None,1
2398,-6.58,106.74,5.04,14.63,0.9639,19,0,1.00,None,1
2399,-6.58,106.74,5.04,14.63,0.9639,19,0,1.00,None,1
2400,-6.54,108.56,5.04,21.98,0.9638,19,0,1.00,None,1
2401,-6.54,108.56,5.04,21.98,0.9638,19,0,1.00,None,1
2402,-6.54,108.56,5.04,21.98,0.9638,19,0,1.00,None,1
2403,-6.51,110.30,5.04,35.45,0.9638,19,0,1.00,None,1
2404,-6.51,110.30,5.04,35.45,0.9638,19,0,1.00,None,1
2405,-6.47,112.05,5.03,43.49,0.9638,19,0,1.00,None,1
2406,-6.47,112.05,5.03,43.49,0.9638,19,0,1.00,None,1
2407,-6.43,114.32,5.03,50.03,0.9638,19,0,1.00,None,1
2408,-6.43,114.32,5.03,50.03,0.9638,19,0,1.00,None,1
2409,-6.38,116.79,5.03,57.42,0.9637,19,0,1.00,None,1
2410,-6.35,117.83,5.03,64.43,0.9637,19,0,1.00,None,1
2411,-6.35,117.83,5.03,64.43,0.9637,19,0,1.00,None,1
2412,-6.30,120.25,5.03,67.07,0.9637,19,0,1.00,None,1
2413,-6.30,120.25,5.03,67.07,0.9637,19,0,1.00,None,1
2414,-6.30,120.25,5.03,67.07,0.9637,19,0,1.00,None,1
2415,-6.30,120.25,5.03,67.07,0.9637,19,0,1.00,None,1
2416,-6.19,125.94,5.03,72.93,0.9637,19,0,1.00,None,1
2417,-6.19,125.94,5.03,72.93,0.9637,19,0,1.00,None,1
2418,-6.09,130.64,5.03,85.66,0.9636,19,0,1.00,None,1
2419,-6.09,130.64,5.03,85.66,0.9636,19,0,1.00,None,1
2420,-6.03,133.78,5.03,90.43,0.9636,19,0,1.00,None,1
2421,-6.00,135.20,5.03,90.43,0.9636,19,0,1.00,None,1
2422,-6.00,135.20,5.03,90.43,0.9636,19,0,1.00,None,1
2423,-5.93,138.57,5.03,90.43,0.9636,19,0,1.00,None,1
2424,-5.93,138.57,5.03,90.43,0.9636,19,0,1.00,None,1
