t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t
2801,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2802,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2803,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2804,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2805,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2806,-3.60,105.75,5.04,0.00,0.9593,19,0,1.00,None,1
2807,-3.60,105.75,5.04,0.00,0.9593,19,0,1.00,None,1
2808,-3.60,105.75,5.04,0.00,0.9593,19,0,1.00,None,1
2809,-3.60,105.75,5.04,0.00,0.9593,19,0,1.00,None,1
2810,-3.60,105.75,5.04,0.00,0.9593,19,0,1.00,None,1
2811,-3.59,106.09,5.04,7.36,0.9593,19,0,1.00,None,1
2812,-3.59,106.09,5.04,7.36,0.9593,19,0,1.00,None,1
2813,-3.59,106.09,5.04,7.36,0.9593,19,0,1.00,None,1
2814,-3.59,106.09,5.04,7.36,0.9593,19,0,1.00,None,1
2815,-3.57,107.32,5.04,14.80,0.9592,19,0,1.00,None,1
2816,-3.57,107.32,5.04,14.80,0.9592,19,0,1.00,None,1
2817,-3.54,108.57,5.04,28.36,0.9592,19,0,1.00,None,1
2818,-3.53,109.12,5.04,35.54,0.9592,19,0,1.00,None,1
2819,-3.53,109.12,5.04,35.54,0.9592,19,0,1.00,None,1
2820,-3.50,110.56,5.04,38.07,0.9592,19,0,1.00,None,1
2821,-3.50,110.56,5.04,38.07,0.9592,19,0,1.00,None,1
2822,-3.50,110.56,5.04,38.07,0.9592,19,0,1.00,None,1
2823,-3.50,110.56,5.04,38.07,0.9592,19,0,1.00,None,1
2824,-3.43,114.23,5.04,44.25,0.9591,19,0,1.00,None,1
2825,-3.43,114.23,5.04,44.25,0.9591,19,0,1.00,None,1
2826,-3.38,116.78,5.04,57.76,0.9591,19,0,1.00,None,1
2827,-3.38,116.78,5.04,57.76,0.9591,19,0,1.00,None,1
2828,-3.32,119.51,5.04,64.95,0.9591,19,0,1.00,None,1
2829,-3.32,119.51,5.04,64.95,0.9591,19,0,1.00,None,1
2830,-3.32,119.51,5.04,64.95,0.9591,19,0,1.00,None,1
2831,-3.24,123.54,5.04,71.80,0.9591,19,0,1.00,None,1
2832,-3.24,123.54,5.04,71.80,0.9591,19,0,1.00,None,1
2833,-3.18,126.42,5.04,80.95,0.9590,19,0,1.00,None,1
2834,-3.15,127.69,5.04,86.73,0.9590,19,0,1.00,None,1
2835,-3.09,131.01,5.05,89.12,0.9590,19,0,1.00,None,1
2836,-3.09,131.01,5.05,89.12,0.9590,19,0,1.00,None,1
2837,-3.09,131.01,5.05,89.12,0.9590,19,0,1.00,None,1
2838,-3.00,135.04,5.10,90.43,0.9590,19,0,1.00,None,1
2839,-3.00,135.04,5.10,90.43,0.9590,19,0,1.00,None,1
2840,-3.00,135.04,5.10,90.43,0.9590,19,0,1.00,None,1
2841,-3.00,135.04,5.10,90.43,0.9590,19,0,1.00,None,1
2842,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2843,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2844,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2845,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2846,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2847,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2848,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2849,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2850,-2.85,142.60,5.19,0.00,0.9589,19,0,1.00,None,1
2851,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2852,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2853,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2854,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2855,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2856,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2857,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2858,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2859,-2.85,142.60,5.19,0.00,0.9588,19,0,1.00,None,1
2860,-2.85,142.60,5.19,0.00,0.9587,19,0,1.00,None,1
2861,-2.85,142.60,5.19,0.00,0.9587,19,0,1.00,None,1
2862,-2.85,142.60,5.19,0.00,0.9587,19,0,1.00,None,1
2863,-2.85,142.60,5.19,0.00,0.9587,19,0,1.00,None,1
2864,-2.85,142.60,5.19,0.00,0.9587,19,0,1.00,None,1
2865,-2.85,142.60,5.19,0.00,0.9587,19,0,1.00,None,1
2866,-2.82,142.01,5.21,12.95,0.9587,19,0,1.00,None,1
2867,-2.80,141.70,5.22,20.41,0.9587,19,0,1.00,None,1
2868,-2.80,141.70,5.22,20.41,0.9587,19,0,1.00,None,1
2869,-2.76,140.89,5.24,22.87,0.9586,19,0,1.00,None,1
2870,-2.76,140.89,5.24,22.87,0.9586,19,0,1.00,None,1
2871,-2.70,139.62,5.28,28.67,0.9586,19,0,1.00,None,1
2872,-2.70,139.62,5.28,28.67,0.9586,19,0,1.00,None,1
2873,-2.70,139.62,5.28,28.67,0.9586,19,0,1.00,None,1
2874,-2.70,139.62,5.28,28.67,0.9586,19,0,1.00,None,1
2875,-2.55,136.76,5.27,35.89,0.9586,19,0,1.00,None,1
2876,-2.55,136.76,5.27,35.89,0.9586,19,0,1.00,None,1
2877,-2.55,136.76,5.27,35.89,0.9586,19,0,1.00,None,1
2878,-2.41,133.88,5.27,48.89,0.9585,19,0,1.00,None,1
2879,-2.41,133.88,5.27,48.89,0.9585,19,0,1.00,None,1
2880,-2.30,131.79,5.27,58.48,0.9585,19,0,1.00,None,1
2881,-2.24,130.60,5.27,64.31,0.9585,19,0,1.00,None,1
2882,-2.24,130.60,5.27,64.31,0.9585,19,0,1.00,None,1
2883,-2.10,127.68,5.26,67.33,0.9585,19,0,1.00,None,1
2884,-2.10,127.68,5.26,67.33,0.9585,19,0,1.00,None,1
2885,-2.10,127.68,5.26,67.33,0.9585,19,0,1.00,None,1
2886,-2.10,127.68,5.26,67.33,0.9585,19,0,1.00,None,1
2887,-2.10,127.68,5.26,67.33,0.9585,19,0,1.00,None,1
2888,-1.75,120.86,5.26,74.41,0.9584,19,0,1.00,None,1
2889,-1.75,120.86,5.26,74.41,0.9584,19,0,1.00,None,1
2890,-1.54,116.64,5.25,89.37,0.9584,19,0,1.00,None,1
2891,-1.47,115.28,5.25,90.43,0.9584,19,0,1.00,None,1
2892,-1.47,115.28,5.25,90.43,0.9584,19,0,1.00,None,1
2893,-1.47,115.28,5.25,90.43,0.9584,19,0,1.00,None,1
2894,-1.16,109.12,5.25,90.43,0.9584,19,0,1.00,None,1
2895,-1.16,109.12,5.25,90.43,0.9584,19,0,1.00,None,1
2896,-1.16,109.12,5.25,90.43,0.9584,19,0,1.00,None,1
2897,-0.97,104.62,5.28,90.32,0.9583,19,0,1.00,None,1
2898,-0.97,104.62,5.28,90.32,0.9583,19,0,1.00,None,1
2899,-0.83,101.05,5.28,90.32,0.9583,19,0,1.00,None,1
2900,-0.83,101.05,5.28,90.32,0.9583,19,0,1.00,None,1
2901,-0.34,97.11,5.24,81.82,0.9583,19,0,1.00,None,1
2902,-0.34,97.11,5.24,81.82,0.9583,19,0,1.00,None,1
2903,0.50,97.11,5.24,17.77,0.9582,19,0,1.00,None,1
2904,0.96,95.73,5.24,86.13,0.9582,19,0,1.00,None,1
2905,0.96,95.73,5.24,86.13,0.9582,19,0,1.00,None,1
2906,0.96,95.73,5.24,86.13,0.9582,19,0,1.00,None,1
2907,0.96,95.73,5.24,86.13,0.9582,19,0,1.00,None,1
2908,2.87,89.52,5.06,83.14,0.9582,19,0,1.00,None,1
2909,2.87,89.52,5.06,83.14,0.9582,19,0,1.00,None,1
2910,2.87,89.52,5.06,83.14,0.9582,19,0,1.00,None,1
2911,2.87,89.52,5.06,83.14,0.9582,19,0,1.00,None,1
2912,3.80,83.50,5.04,86.60,0.9582,19,0,1.00,None,1
2913,3.93,80.30,5.04,90.43,0.9581,19,0,1.00,None,1
2914,3.99,78.43,5.04,90.43,0.9581,19,0,1.00,None,1
2915,3.99,78.43,5.04,90.43,0.9581,19,0,1.00,None,1
2916,3.99,78.43,5.04,90.43,0.9581,19,0,1.00,None,1
2917,3.99,78.43,5.04,90.43,0.9581,19,0,1.00,None,1
2918,4.22,71.39,5.03,90.43,0.9581,19,0,1.00,None,1
2919,4.22,71.39,5.03,90.43,0.9581,19,0,1.00,None,1
2920,4.22,71.39,5.03,90.43,0.9581,19,0,1.00,None,1
2921,4.22,71.39,5.03,90.43,0.9581,19,0,1.00,None,1
2922,4.42,65.28,5.03,90.43,0.9580,19,0,1.00,None,1
2923,4.52,62.10,5.04,90.43,0.9580,19,0,1.00,None,1
2924,4.52,62.10,5.04,90.43,0.9580,19,0,1.00,None,1
2925,4.59,60.02,5.04,90.43,0.9580,19,0,1.00,None,1
2926,4.59,60.02,5.04,90.43,0.9580,19,0,1.00,None,1
2927,4.59,60.02,5.04,90.43,0.9580,19,0,1.00,None,1
2928,4.59,60.02,5.04,90.43,0.9580,19,0,1.00,None,1
2929,4.84,52.33,5.04,90.43,0.9580,19,0,1.00,None,1
2930,4.84,52.33,5.04,90.43,0.9580,19,0,1.00,None,1
2931,4.84,52.33,5.04,90.43,0.9580,19,0,1.00,None,1
2932,4.84,52.33,5.04,90.43,0.9580,19,0,1.00,None,1
2933,5.06,45.31,5.03,90.43,0.9579,19,0,1.00,None,1
2934,5.06,45.31,5.03,90.43,0.9579,19,0,1.00,None,1
2935,5.17,42.01,5.03,90.43,0.9579,19,0,1.00,None,1
2936,5.25,39.66,5.03,90.43,0.9579,19,0,1.00,None,1
2937,5.25,39.66,5.03,90.43,0.9579,19,0,1.00,None,1
2938,5.25,39.66,5.03,90.43,0.9579,19,0,1.00,None,1
2939,5.25,39.66,5.03,90.43,0.9579,19,0,1.00,None,1
2940,5.51,31.66,5.02,90.43,0.9578,19,0,1.00,None,1
2941,5.51,31.66,5.02,90.43,0.9578,19,0,1.00,None,1
2942,5.51,31.66,5.02,90.43,0.9578,19,0,1.00,None,1
2943,5.51,31.66,5.02,90.43,0.9578,19,0,1.00,None,1
2944,5.51,31.66,5.02,90.43,0.9578,19,0,1.00,None,1
2945,5.51,31.66,5.02,90.43,0.9578,19,0,1.00,None,1
2946,5.82,21.90,5.02,90.43,0.9578,19,0,1.00,None,1
2947,5.93,18.68,5.02,90.43,0.9578,19,0,1.00,None,1
2948,5.93,18.68,5.02,90.43,0.9578,19,0,1.00,None,1
2949,5.93,18.68,5.02,90.43,0.9578,19,0,1.00,None,1
2950,5.93,18.68,5.02,90.43,0.9578,19,0,1.00,None,1
2951,5.93,18.68,5.02,90.43,0.9578,19,0,1.00,None,1
2952,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2953,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2954,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2955,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2956,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2957,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2958,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2959,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2960,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2961,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2962,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2963,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2964,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2965,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2966,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2967,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2968,6.19,10.57,5.02,90.43,0.9577,19,0,1.00,None,1
2969,7.17,-19.56,5.04,90.43,0.9575,19,0,1.00,None,1
2970,7.17,-19.56,5.04,90.43,0.9575,19,0,1.00,None,1
2971,7.17,-19.56,5.04,90.43,0.9575,19,0,1.00,None,1
2972,7.17,-19.56,5.04,90.43,0.9575,19,0,1.00,None,1
2973,7.44,-27.95,5.02,90.43,0.9575,19,0,1.00,None,1
2974,7.44,-27.95,5.02,90.43,0.9575,19,0,1.00,None,1
2975,7.52,-30.41,5.01,90.43,0.9575,19,0,1.00,None,1
2976,7.52,-33.19,5.01,90.43,0.9574,19,0,1.00,None,1
2977,7.52,-33.19,5.01,90.43,0.9574,19,0,1.00,None,1
2978,7.52,-33.19,5.01,90.43,0.9574,19,0,1.00,None,1
2979,7.52,-38.11,5.01,90.43,0.9574,19,0,1.00,None,1
2980,7.52,-38.11,5.01,90.43,0.9574,19,0,1.00,None,1
2981,7.52,-38.11,5.01,90.43,0.9574,19,0,1.00,None,1
2982,7.53,-43.54,5.01,90.43,0.9574,19,0,1.00,None,1
2983,7.53,-43.54,5.01,90.43,0.9574,19,0,1.00,None,1
2984,7.53,-47.13,5.01,90.43,0.9574,19,0,1.00,None,1
2985,7.53,-47.13,5.01,90.43,0.9574,19,0,1.00,None,1
2986,7.53,-51.80,5.01,90.43,0.9573,19,0,1.00,None,1
2987,7.53,-51.80,5.01,90.43,0.9573,19,0,1.00,None,1
2988,7.53,-51.80,5.01,90.43,0.9573,19,0,1.00,None,1
2989,7.53,-56.27,5.01,90.43,0.9573,19,0,1.00,None,1
2990,7.53,-56.27,5.01,90.43,0.9573,19,0,1.00,None,1
2991,7.53,-60.62,5.01,90.43,0.9573,19,0,1.00,None,1
2992,7.53,-60.62,5.01,90.43,0.9573,19,0,1.00,None,1
2993,7.53,-60.62,5.01,90.43,0.9573,19,0,1.00,None,1
2994,7.53,-60.62,5.01,90.43,0.9573,19,0,1.00,None,1
2995,7.54,-66.38,5.01,90.43,0.9572,19,0,1.00,None,1
2996,7.54,-66.38,5.01,90.43,0.9572,19,0,1.00,None,1
2997,7.54,-66.38,5.01,90.43,0.9572,19,0,1.00,None,1
2998,7.54,-72.07,5.01,90.43,0.9572,19,0,1.00,None,1
2999,7.54,-72.07,5.01,90.43,0.9572,19,0,1.00,None,1
3000,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3001,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3002,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3003,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3004,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3005,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3006,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3007,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3008,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3009,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3010,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3011,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3012,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3013,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3014,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3015,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3016,7.54,-77.00,5.01,90.43,0.9572,19,0,1.00,None,1
3017,7.55,-107.15,5.01,90.43,0.9570,19,0,1.00,None,1
3018,7.55,-107.15,5.01,90.43,0.9570,19,0,1.00,None,1
3019,7.55,-107.15,5.01,90.43,0.9570,19,0,1.00,None,1
3020,7.55,-107.15,5.01,90.43,0.9570,19,0,1.00,None,1
3021,7.56,-113.64,5.01,90.43,0.9569,19,0,1.00,None,1
3022,7.56,-115.24,5.01,90.43,0.9569,19,0,1.00,None,1
